AÑO,ENTIDAD,Clave_Entidad,SEXO,POBLACION,EDAD_PROMEDIO
2034,San Luis Potosí,SLP,Hombres,1523272,34
2034,San Luis Potosí,SLP,Total,3151207,35
2054,San Luis Potosí,SLP,Hombres,1598684,40
1972,San Luis Potosí,SLP,Mujeres,713651,22
2003,San Luis Potosí,SLP,Mujeres,1242687,27
2003,San Luis Potosí,SLP,Hombres,1195204,26
1973,San Luis Potosí,SLP,Total,1478751,22
1973,San Luis Potosí,SLP,Mujeres,731498,22
2002,San Luis Potosí,SLP,Total,2409515,26
1984,San Luis Potosí,SLP,Hombres,933021,22
2068,San Luis Potosí,SLP,Total,3281143,45
1972,San Luis Potosí,SLP,Total,1443384,22
2057,San Luis Potosí,SLP,Hombres,1599164,41
2057,San Luis Potosí,SLP,Mujeres,1730684,43
2057,San Luis Potosí,SLP,Total,3329848,42
2033,San Luis Potosí,SLP,Total,3135043,35
2033,San Luis Potosí,SLP,Mujeres,1618638,36
2067,San Luis Potosí,SLP,Total,3288438,44
1972,San Luis Potosí,SLP,Hombres,729733,22
2021,San Luis Potosí,SLP,Total,2885794,31
1983,San Luis Potosí,SLP,Total,1826762,23
2021,San Luis Potosí,SLP,Mujeres,1479920,32
2047,San Luis Potosí,SLP,Mujeres,1712264,40
2047,San Luis Potosí,SLP,Total,3298595,39
2006,San Luis Potosí,SLP,Hombres,1229120,27
2006,San Luis Potosí,SLP,Mujeres,1291040,28
2006,San Luis Potosí,SLP,Total,2520160,27
1982,San Luis Potosí,SLP,Hombres,896448,22
1982,San Luis Potosí,SLP,Mujeres,891435,23
1982,San Luis Potosí,SLP,Total,1787883,22
2023,San Luis Potosí,SLP,Total,2931052,32
2023,San Luis Potosí,SLP,Mujeres,1504734,33
2023,San Luis Potosí,SLP,Hombres,1426318,31
2012,San Luis Potosí,SLP,Hombres,1320056,28
2022,San Luis Potosí,SLP,Mujeres,1491372,32
2044,San Luis Potosí,SLP,Total,3277296,38
2033,San Luis Potosí,SLP,Hombres,1516405,34
2022,San Luis Potosí,SLP,Total,2905759,32
2019,San Luis Potosí,SLP,Mujeres,1461186,32
1984,San Luis Potosí,SLP,Total,1865446,23
2019,San Luis Potosí,SLP,Total,2855736,31
1996,San Luis Potosí,SLP,Total,2268563,25
1996,San Luis Potosí,SLP,Mujeres,1143689,25
2020,San Luis Potosí,SLP,Total,2871697,31
2020,San Luis Potosí,SLP,Mujeres,1470634,32
2020,San Luis Potosí,SLP,Hombres,1401063,31
1996,San Luis Potosí,SLP,Hombres,1124874,24
1994,San Luis Potosí,SLP,Total,2211382,24
2063,San Luis Potosí,SLP,Total,3312036,43
2063,San Luis Potosí,SLP,Mujeres,1722906,44
2063,San Luis Potosí,SLP,Hombres,1589130,42
2013,San Luis Potosí,SLP,Hombres,1334267,29
2013,San Luis Potosí,SLP,Mujeres,1397841,30
2013,San Luis Potosí,SLP,Total,2732108,29
2053,San Luis Potosí,SLP,Hombres,1597610,40
2007,San Luis Potosí,SLP,Hombres,1241918,27
1984,San Luis Potosí,SLP,Mujeres,932425,23
2044,San Luis Potosí,SLP,Mujeres,1698863,39
1971,San Luis Potosí,SLP,Mujeres,695903,22
1999,San Luis Potosí,SLP,Hombres,1149972,25
2037,San Luis Potosí,SLP,Mujeres,1653477,37
2036,San Luis Potosí,SLP,Hombres,1536892,35
2040,San Luis Potosí,SLP,Mujeres,1675366,38
2069,San Luis Potosí,SLP,Mujeres,1702181,46
2000,San Luis Potosí,SLP,Total,2354562,26
2035,San Luis Potosí,SLP,Mujeres,1636848,36
2000,San Luis Potosí,SLP,Mujeres,1196265,26
2000,San Luis Potosí,SLP,Hombres,1158297,25
2042,San Luis Potosí,SLP,Hombres,1571217,37
2042,San Luis Potosí,SLP,Mujeres,1687922,38
2042,San Luis Potosí,SLP,Total,3259139,38
1971,San Luis Potosí,SLP,Hombres,712255,22
1971,San Luis Potosí,SLP,Total,1408158,22
1970,San Luis Potosí,SLP,Mujeres,678719,22
1970,San Luis Potosí,SLP,Hombres,695299,22
2069,San Luis Potosí,SLP,Total,3273211,45
2037,San Luis Potosí,SLP,Hombres,1543581,35
2056,San Luis Potosí,SLP,Hombres,1599490,41
2056,San Luis Potosí,SLP,Mujeres,1730647,42
2039,San Luis Potosí,SLP,Hombres,1556155,36
1976,San Luis Potosí,SLP,Total,1582958,22
2030,San Luis Potosí,SLP,Hombres,1494876,33
1976,San Luis Potosí,SLP,Hombres,798461,22
1976,San Luis Potosí,SLP,Mujeres,784497,22
2029,San Luis Potosí,SLP,Hombres,1487026,33
2029,San Luis Potosí,SLP,Mujeres,1577627,34
2029,San Luis Potosí,SLP,Total,3064653,34
2036,San Luis Potosí,SLP,Total,3182250,36
2030,San Luis Potosí,SLP,Total,3083324,34
2010,San Luis Potosí,SLP,Hombres,1288846,28
2067,San Luis Potosí,SLP,Hombres,1577997,43
2069,San Luis Potosí,SLP,Hombres,1571030,44
1970,San Luis Potosí,SLP,Total,1374018,22
2056,San Luis Potosí,SLP,Total,3330137,42
2036,San Luis Potosí,SLP,Mujeres,1645358,37
2040,San Luis Potosí,SLP,Hombres,1561761,36
2031,San Luis Potosí,SLP,Hombres,1502310,33
2040,San Luis Potosí,SLP,Total,3237127,37
1974,San Luis Potosí,SLP,Hombres,764700,22
2032,San Luis Potosí,SLP,Total,3118404,35
2032,San Luis Potosí,SLP,Mujeres,1608949,35
2032,San Luis Potosí,SLP,Hombres,1509455,34
1974,San Luis Potosí,SLP,Mujeres,749425,22
1974,San Luis Potosí,SLP,Total,1514125,22
2031,San Luis Potosí,SLP,Total,3101197,34
2031,San Luis Potosí,SLP,Mujeres,1598887,35
1975,San Luis Potosí,SLP,Hombres,782058,22
2002,San Luis Potosí,SLP,Mujeres,1226765,27
1975,San Luis Potosí,SLP,Mujeres,767398,22
1975,San Luis Potosí,SLP,Total,1549456,22
1999,San Luis Potosí,SLP,Total,2333161,25
1999,San Luis Potosí,SLP,Mujeres,1183189,26
2002,San Luis Potosí,SLP,Hombres,1182750,26
2067,San Luis Potosí,SLP,Mujeres,1710441,45
2003,San Luis Potosí,SLP,Total,2437891,26
2035,San Luis Potosí,SLP,Hombres,1530103,35
2001,San Luis Potosí,SLP,Total,2381097,26
2035,San Luis Potosí,SLP,Total,3166951,35
2001,San Luis Potosí,SLP,Mujeres,1211138,26
2070,San Luis Potosí,SLP,Total,3264605,45
2070,San Luis Potosí,SLP,Mujeres,1697556,46
2070,San Luis Potosí,SLP,Hombres,1567049,44
2001,San Luis Potosí,SLP,Hombres,1169959,26
2039,San Luis Potosí,SLP,Total,3224630,37
2022,San Luis Potosí,SLP,Hombres,1414387,31
2044,San Luis Potosí,SLP,Hombres,1578433,37
2038,San Luis Potosí,SLP,Total,3211220,36
2038,San Luis Potosí,SLP,Mujeres,1661173,37
2038,San Luis Potosí,SLP,Hombres,1550047,36
2041,San Luis Potosí,SLP,Hombres,1566787,36
2041,San Luis Potosí,SLP,Mujeres,1681838,38
2041,San Luis Potosí,SLP,Total,3248625,37
2037,San Luis Potosí,SLP,Total,3197058,36
2039,San Luis Potosí,SLP,Mujeres,1668475,37
1980,San Luis Potosí,SLP,Total,1712055,22
2030,San Luis Potosí,SLP,Mujeres,1588448,35
1991,San Luis Potosí,SLP,Hombres,1050786,23
1977,San Luis Potosí,SLP,Hombres,814165,22
1978,San Luis Potosí,SLP,Mujeres,817743,22
1978,San Luis Potosí,SLP,Hombres,829746,22
2005,San Luis Potosí,SLP,Hombres,1217609,27
2046,San Luis Potosí,SLP,Hombres,1583974,38
1979,San Luis Potosí,SLP,Total,1678919,22
1979,San Luis Potosí,SLP,Mujeres,834136,22
2027,San Luis Potosí,SLP,Hombres,1469573,32
1992,San Luis Potosí,SLP,Hombres,1066781,24
1992,San Luis Potosí,SLP,Mujeres,1080841,24
1992,San Luis Potosí,SLP,Total,2147622,24
2011,San Luis Potosí,SLP,Total,2673000,29
2011,San Luis Potosí,SLP,Mujeres,1368167,29
2046,San Luis Potosí,SLP,Mujeres,1708203,40
2011,San Luis Potosí,SLP,Hombres,1304833,28
2046,San Luis Potosí,SLP,Total,3292177,39
2005,San Luis Potosí,SLP,Mujeres,1274947,27
2025,San Luis Potosí,SLP,Mujeres,1530529,33
1994,San Luis Potosí,SLP,Mujeres,1113317,25
2066,San Luis Potosí,SLP,Mujeres,1714070,45
2026,San Luis Potosí,SLP,Hombres,1459780,32
2025,San Luis Potosí,SLP,Hombres,1449246,32
2066,San Luis Potosí,SLP,Total,3295140,44
2004,San Luis Potosí,SLP,Total,2465380,27
2004,San Luis Potosí,SLP,Mujeres,1258674,27
2004,San Luis Potosí,SLP,Hombres,1206706,26
2052,San Luis Potosí,SLP,Mujeres,1726503,41
2055,San Luis Potosí,SLP,Hombres,1599327,40
2052,San Luis Potosí,SLP,Hombres,1596164,40
2045,San Luis Potosí,SLP,Total,3285107,38
2027,San Luis Potosí,SLP,Mujeres,1554841,34
2026,San Luis Potosí,SLP,Total,3002651,33
2065,San Luis Potosí,SLP,Total,3301292,44
2005,San Luis Potosí,SLP,Total,2492556,27
1994,San Luis Potosí,SLP,Hombres,1098065,24
1998,San Luis Potosí,SLP,Total,2314108,25
1978,San Luis Potosí,SLP,Total,1647489,22
1977,San Luis Potosí,SLP,Total,1615212,22
2024,San Luis Potosí,SLP,Total,2955841,32
2027,San Luis Potosí,SLP,Total,3024414,33
1997,San Luis Potosí,SLP,Hombres,1134880,25
2052,San Luis Potosí,SLP,Total,3322667,40
1980,San Luis Potosí,SLP,Mujeres,851501,22
1993,San Luis Potosí,SLP,Mujeres,1097296,24
2018,San Luis Potosí,SLP,Mujeres,1451436,31
2024,San Luis Potosí,SLP,Mujeres,1517802,33
2024,San Luis Potosí,SLP,Hombres,1438039,32
2045,San Luis Potosí,SLP,Mujeres,1703739,39
2009,San Luis Potosí,SLP,Total,2610684,28
1993,San Luis Potosí,SLP,Hombres,1082662,24
2045,San Luis Potosí,SLP,Hombres,1581368,38
1997,San Luis Potosí,SLP,Mujeres,1157768,25
1997,San Luis Potosí,SLP,Total,2292648,25
1993,San Luis Potosí,SLP,Total,2179958,24
2026,San Luis Potosí,SLP,Mujeres,1542871,33
2055,San Luis Potosí,SLP,Mujeres,1730211,42
1981,San Luis Potosí,SLP,Total,1749016,22
2058,San Luis Potosí,SLP,Mujeres,1730340,43
2028,San Luis Potosí,SLP,Hombres,1478627,33
2028,San Luis Potosí,SLP,Mujeres,1566428,34
2060,San Luis Potosí,SLP,Hombres,1595536,42
2058,San Luis Potosí,SLP,Hombres,1598361,41
2028,San Luis Potosí,SLP,Total,3045055,33
2055,San Luis Potosí,SLP,Total,3329538,41
1977,San Luis Potosí,SLP,Mujeres,801047,22
1980,San Luis Potosí,SLP,Hombres,860554,22
1979,San Luis Potosí,SLP,Hombres,844783,22
2060,San Luis Potosí,SLP,Total,3324026,43
1981,San Luis Potosí,SLP,Hombres,878081,22
1998,San Luis Potosí,SLP,Hombres,1143220,25
1981,San Luis Potosí,SLP,Mujeres,870935,22
1998,San Luis Potosí,SLP,Mujeres,1170888,25
2010,San Luis Potosí,SLP,Total,2641607,28
2025,San Luis Potosí,SLP,Total,2979775,33
2058,San Luis Potosí,SLP,Total,3328701,42
2065,San Luis Potosí,SLP,Mujeres,1717365,45
2061,San Luis Potosí,SLP,Hombres,1593634,42
2010,San Luis Potosí,SLP,Mujeres,1352761,29
2016,San Luis Potosí,SLP,Mujeres,1432633,31
2016,San Luis Potosí,SLP,Hombres,1368087,30
2050,San Luis Potosí,SLP,Hombres,1592606,39
2050,San Luis Potosí,SLP,Mujeres,1722027,41
2050,San Luis Potosí,SLP,Total,3314633,40
1988,San Luis Potosí,SLP,Hombres,1001825,23
2051,San Luis Potosí,SLP,Mujeres,1724466,41
1988,San Luis Potosí,SLP,Mujeres,1010559,24
1988,San Luis Potosí,SLP,Total,2012384,23
2014,San Luis Potosí,SLP,Hombres,1347538,29
2014,San Luis Potosí,SLP,Mujeres,1411395,30
2014,San Luis Potosí,SLP,Total,2758933,30
1989,San Luis Potosí,SLP,Total,2047868,23
2059,San Luis Potosí,SLP,Mujeres,1729604,43
2059,San Luis Potosí,SLP,Hombres,1597132,41
2008,San Luis Potosí,SLP,Mujeres,1323129,28
2008,San Luis Potosí,SLP,Hombres,1256610,27
2009,San Luis Potosí,SLP,Mujeres,1337940,29
2064,San Luis Potosí,SLP,Total,3306917,44
2015,San Luis Potosí,SLP,Mujeres,1422926,30
2064,San Luis Potosí,SLP,Mujeres,1720306,45
2064,San Luis Potosí,SLP,Hombres,1586611,43
1991,San Luis Potosí,SLP,Total,2114998,24
1991,San Luis Potosí,SLP,Mujeres,1064212,24
1983,San Luis Potosí,SLP,Hombres,914788,22
2012,San Luis Potosí,SLP,Mujeres,1383341,29
2019,San Luis Potosí,SLP,Hombres,1394550,31
2053,San Luis Potosí,SLP,Mujeres,1728145,42
1985,San Luis Potosí,SLP,Hombres,950809,23
2061,San Luis Potosí,SLP,Total,3320641,43
2062,San Luis Potosí,SLP,Total,3316622,43
2062,San Luis Potosí,SLP,Mujeres,1725139,44
2062,San Luis Potosí,SLP,Hombres,1591483,42
2015,San Luis Potosí,SLP,Hombres,1358777,29
2008,San Luis Potosí,SLP,Total,2579739,28
1989,San Luis Potosí,SLP,Mujeres,1029457,24
1990,San Luis Potosí,SLP,Total,2082161,24
1990,San Luis Potosí,SLP,Mujeres,1047397,24
1990,San Luis Potosí,SLP,Hombres,1034764,23
1995,San Luis Potosí,SLP,Total,2241315,24
1995,San Luis Potosí,SLP,Mujeres,1128795,25
1995,San Luis Potosí,SLP,Hombres,1112520,24
2061,San Luis Potosí,SLP,Mujeres,1727007,44
2051,San Luis Potosí,SLP,Total,3318937,40
2017,San Luis Potosí,SLP,Total,2818687,30
2047,San Luis Potosí,SLP,Hombres,1586331,38
2015,San Luis Potosí,SLP,Total,2781703,30
2060,San Luis Potosí,SLP,Mujeres,1728490,44
1989,San Luis Potosí,SLP,Hombres,1018411,23
1987,San Luis Potosí,SLP,Total,1976701,23
2016,San Luis Potosí,SLP,Total,2800720,30
2066,San Luis Potosí,SLP,Hombres,1581070,43
2053,San Luis Potosí,SLP,Total,3325755,41
2017,San Luis Potosí,SLP,Mujeres,1441860,31
2051,San Luis Potosí,SLP,Hombres,1594471,39
2018,San Luis Potosí,SLP,Hombres,1385765,30
2017,San Luis Potosí,SLP,Hombres,1376827,30
1985,San Luis Potosí,SLP,Mujeres,952509,23
1987,San Luis Potosí,SLP,Hombres,985160,23
1985,San Luis Potosí,SLP,Total,1903318,23
2007,San Luis Potosí,SLP,Mujeres,1307207,28
2007,San Luis Potosí,SLP,Total,2549125,28
2059,San Luis Potosí,SLP,Total,3326736,42
1987,San Luis Potosí,SLP,Mujeres,991541,23
2049,San Luis Potosí,SLP,Total,3309797,40
1986,San Luis Potosí,SLP,Hombres,968138,23
1986,San Luis Potosí,SLP,Mujeres,972184,23
1986,San Luis Potosí,SLP,Total,1940322,23
2018,San Luis Potosí,SLP,Total,2837201,31
2049,San Luis Potosí,SLP,Hombres,1590614,39
2049,San Luis Potosí,SLP,Mujeres,1719183,41
2012,San Luis Potosí,SLP,Total,2703397,29
2041,Sinaloa,SLOA,Mujeres,1715782,40
2061,Sinaloa,SLOA,Total,3279715,46
2061,Sinaloa,SLOA,Mujeres,1664992,46
2061,Sinaloa,SLOA,Hombres,1614723,45
2029,Sinaloa,SLOA,Total,3262282,35
2051,Sinaloa,SLOA,Total,3375047,42
2053,Sinaloa,SLOA,Mujeres,1707480,44
2051,Sinaloa,SLOA,Mujeres,1713724,43
2053,Sinaloa,SLOA,Total,3363134,43
2037,Sinaloa,SLOA,Hombres,1656944,37
2037,Sinaloa,SLOA,Mujeres,1702135,38
2055,Sinaloa,SLOA,Total,3347704,44
2029,Sinaloa,SLOA,Mujeres,1648997,35
2003,Sinaloa,SLOA,Total,2644900,27
2051,Sinaloa,SLOA,Hombres,1661323,42
1990,Sinaloa,SLOA,Mujeres,1126775,24
2025,Sinaloa,SLOA,Mujeres,1609431,34
2057,Sinaloa,SLOA,Total,3328502,44
2065,Sinaloa,SLOA,Mujeres,1634375,48
1999,Sinaloa,SLOA,Hombres,1287490,26
2003,Sinaloa,SLOA,Hombres,1325991,27
1982,Sinaloa,SLOA,Total,1938743,22
1982,Sinaloa,SLOA,Mujeres,955620,22
1997,Sinaloa,SLOA,Total,2515070,25
1982,Sinaloa,SLOA,Hombres,983123,22
2003,Sinaloa,SLOA,Mujeres,1318909,27
2025,Sinaloa,SLOA,Total,3187466,33
2025,Sinaloa,SLOA,Hombres,1578035,33
1975,Sinaloa,SLOA,Hombres,810583,21
2006,Sinaloa,SLOA,Total,2711230,28
2006,Sinaloa,SLOA,Mujeres,1358421,28
1978,Sinaloa,SLOA,Total,1748333,22
2037,Sinaloa,SLOA,Total,3359079,38
2006,Sinaloa,SLOA,Hombres,1352809,28
2021,Sinaloa,SLOA,Mujeres,1563054,33
2036,Sinaloa,SLOA,Total,3349997,37
2059,Sinaloa,SLOA,Hombres,1627611,44
2036,Sinaloa,SLOA,Hombres,1652651,37
2015,Sinaloa,SLOA,Mujeres,1519561,31
2014,Sinaloa,SLOA,Hombres,1487287,30
2015,Sinaloa,SLOA,Hombres,1500015,30
2056,Sinaloa,SLOA,Hombres,1643855,43
2056,Sinaloa,SLOA,Mujeres,1694717,45
2056,Sinaloa,SLOA,Total,3338572,44
1989,Sinaloa,SLOA,Hombres,1125367,24
1989,Sinaloa,SLOA,Mujeres,1106915,24
1989,Sinaloa,SLOA,Total,2232282,24
2059,Sinaloa,SLOA,Total,3305690,45
2014,Sinaloa,SLOA,Total,2992691,30
2014,Sinaloa,SLOA,Mujeres,1505404,31
2065,Sinaloa,SLOA,Total,3220028,47
2032,Sinaloa,SLOA,Hombres,1632506,35
2059,Sinaloa,SLOA,Mujeres,1678079,46
2045,Sinaloa,SLOA,Hombres,1671037,40
2053,Sinaloa,SLOA,Hombres,1655654,42
1970,Sinaloa,SLOA,Hombres,682656,21
2030,Sinaloa,SLOA,Total,3277779,35
1990,Sinaloa,SLOA,Total,2271127,24
1994,Sinaloa,SLOA,Total,2420706,25
1994,Sinaloa,SLOA,Mujeres,1202388,25
1994,Sinaloa,SLOA,Hombres,1218318,25
2013,Sinaloa,SLOA,Total,2953698,30
2013,Sinaloa,SLOA,Mujeres,1485098,30
2041,Sinaloa,SLOA,Total,3384796,39
1990,Sinaloa,SLOA,Hombres,1144352,24
1970,Sinaloa,SLOA,Mujeres,652575,22
1970,Sinaloa,SLOA,Total,1335231,21
2015,Sinaloa,SLOA,Total,3019576,30
1988,Sinaloa,SLOA,Mujeres,1086254,24
2045,Sinaloa,SLOA,Total,3391994,40
1988,Sinaloa,SLOA,Total,2192220,23
2045,Sinaloa,SLOA,Mujeres,1720957,41
2013,Sinaloa,SLOA,Hombres,1468600,29
2008,Sinaloa,SLOA,Total,2767220,29
1974,Sinaloa,SLOA,Total,1536428,21
2058,Sinaloa,SLOA,Total,3317529,45
2044,Sinaloa,SLOA,Total,3391814,40
2030,Sinaloa,SLOA,Mujeres,1657519,36
2031,Sinaloa,SLOA,Mujeres,1665481,36
2047,Sinaloa,SLOA,Hombres,1669046,40
1998,Sinaloa,SLOA,Mujeres,1261834,26
1998,Sinaloa,SLOA,Hombres,1277428,25
1973,Sinaloa,SLOA,Hombres,757742,21
1973,Sinaloa,SLOA,Mujeres,726397,21
1973,Sinaloa,SLOA,Total,1484139,21
1979,Sinaloa,SLOA,Hombres,916015,22
1979,Sinaloa,SLOA,Mujeres,885294,22
1979,Sinaloa,SLOA,Total,1801309,22
2022,Sinaloa,SLOA,Hombres,1544234,32
2067,Sinaloa,SLOA,Total,3186770,48
2065,Sinaloa,SLOA,Hombres,1585653,46
2041,Sinaloa,SLOA,Hombres,1669014,38
2046,Sinaloa,SLOA,Hombres,1670231,40
2067,Sinaloa,SLOA,Hombres,1569761,47
2026,Sinaloa,SLOA,Hombres,1587957,33
2036,Sinaloa,SLOA,Mujeres,1697346,38
2044,Sinaloa,SLOA,Mujeres,1720430,41
1983,Sinaloa,SLOA,Hombres,1004129,22
2044,Sinaloa,SLOA,Hombres,1671384,39
2057,Sinaloa,SLOA,Mujeres,1689584,45
2022,Sinaloa,SLOA,Total,3118470,32
2030,Sinaloa,SLOA,Hombres,1620260,34
2021,Sinaloa,SLOA,Total,3096923,32
1975,Sinaloa,SLOA,Total,1589422,21
2047,Sinaloa,SLOA,Total,3389553,41
2043,Sinaloa,SLOA,Hombres,1671200,39
2043,Sinaloa,SLOA,Mujeres,1719402,40
2026,Sinaloa,SLOA,Total,3208039,34
2043,Sinaloa,SLOA,Total,3390602,40
2026,Sinaloa,SLOA,Mujeres,1620082,34
2067,Sinaloa,SLOA,Mujeres,1617009,48
1978,Sinaloa,SLOA,Mujeres,858484,22
2022,Sinaloa,SLOA,Mujeres,1574236,33
2047,Sinaloa,SLOA,Mujeres,1720507,42
1974,Sinaloa,SLOA,Mujeres,752405,21
2024,Sinaloa,SLOA,Hombres,1567400,32
2057,Sinaloa,SLOA,Hombres,1638918,44
2031,Sinaloa,SLOA,Hombres,1626634,35
2032,Sinaloa,SLOA,Mujeres,1672892,36
2064,Sinaloa,SLOA,Hombres,1593259,46
2032,Sinaloa,SLOA,Total,3305398,36
2046,Sinaloa,SLOA,Mujeres,1720979,41
2064,Sinaloa,SLOA,Mujeres,1642561,47
2064,Sinaloa,SLOA,Total,3235820,47
2046,Sinaloa,SLOA,Total,3391210,41
2005,Sinaloa,SLOA,Hombres,1343223,27
2005,Sinaloa,SLOA,Mujeres,1343815,28
2005,Sinaloa,SLOA,Total,2687038,28
2024,Sinaloa,SLOA,Total,3165686,33
2021,Sinaloa,SLOA,Hombres,1533869,32
1974,Sinaloa,SLOA,Hombres,784023,21
2027,Sinaloa,SLOA,Mujeres,1630252,35
2027,Sinaloa,SLOA,Hombres,1597161,33
2024,Sinaloa,SLOA,Mujeres,1598286,34
2027,Sinaloa,SLOA,Total,3227413,34
2023,Sinaloa,SLOA,Hombres,1556119,32
1980,Sinaloa,SLOA,Hombres,940526,22
2023,Sinaloa,SLOA,Mujeres,1586580,33
2023,Sinaloa,SLOA,Total,3142699,33
1980,Sinaloa,SLOA,Mujeres,910694,22
1978,Sinaloa,SLOA,Hombres,889849,22
2058,Sinaloa,SLOA,Mujeres,1684041,45
2058,Sinaloa,SLOA,Hombres,1633488,44
1997,Sinaloa,SLOA,Mujeres,1249577,26
1997,Sinaloa,SLOA,Hombres,1265493,25
2031,Sinaloa,SLOA,Total,3292115,35
1981,Sinaloa,SLOA,Total,1895869,22
1981,Sinaloa,SLOA,Mujeres,933563,22
1981,Sinaloa,SLOA,Hombres,962306,22
1980,Sinaloa,SLOA,Total,1851220,22
2008,Sinaloa,SLOA,Mujeres,1390251,29
2028,Sinaloa,SLOA,Hombres,1605595,34
1977,Sinaloa,SLOA,Mujeres,831889,22
1984,Sinaloa,SLOA,Mujeres,1000290,23
2062,Sinaloa,SLOA,Hombres,1607815,45
2020,Sinaloa,SLOA,Total,3079773,32
1996,Sinaloa,SLOA,Hombres,1251602,25
2066,Sinaloa,SLOA,Hombres,1577823,47
2049,Sinaloa,SLOA,Mujeres,1718079,42
2007,Sinaloa,SLOA,Total,2738399,28
2002,Sinaloa,SLOA,Total,2623034,27
2017,Sinaloa,SLOA,Mujeres,1532684,31
2002,Sinaloa,SLOA,Mujeres,1306873,27
1976,Sinaloa,SLOA,Mujeres,805360,22
2035,Sinaloa,SLOA,Hombres,1648038,36
2035,Sinaloa,SLOA,Mujeres,1692017,37
2035,Sinaloa,SLOA,Total,3340055,37
2062,Sinaloa,SLOA,Total,3265702,46
2033,Sinaloa,SLOA,Total,3317769,36
2062,Sinaloa,SLOA,Mujeres,1657887,47
2054,Sinaloa,SLOA,Hombres,1652209,43
1984,Sinaloa,SLOA,Hombres,1025263,23
2048,Sinaloa,SLOA,Total,3387065,41
2068,Sinaloa,SLOA,Hombres,1561422,47
2068,Sinaloa,SLOA,Mujeres,1607847,49
1983,Sinaloa,SLOA,Mujeres,977915,22
1983,Sinaloa,SLOA,Total,1982044,22
2068,Sinaloa,SLOA,Total,3169269,48
2048,Sinaloa,SLOA,Hombres,1667530,41
2048,Sinaloa,SLOA,Mujeres,1719535,42
2054,Sinaloa,SLOA,Total,3355875,43
1987,Sinaloa,SLOA,Total,2151971,23
2054,Sinaloa,SLOA,Mujeres,1703666,44
1998,Sinaloa,SLOA,Total,2539262,26
2066,Sinaloa,SLOA,Mujeres,1625852,48
2033,Sinaloa,SLOA,Hombres,1637985,35
2033,Sinaloa,SLOA,Mujeres,1679784,37
2049,Sinaloa,SLOA,Total,3383818,42
2018,Sinaloa,SLOA,Total,3055044,31
1984,Sinaloa,SLOA,Total,2025553,23
1996,Sinaloa,SLOA,Mujeres,1236059,25
1987,Sinaloa,SLOA,Mujeres,1065455,23
1971,Sinaloa,SLOA,Hombres,706830,21
2004,Sinaloa,SLOA,Total,2665663,27
1995,Sinaloa,SLOA,Total,2456041,25
1971,Sinaloa,SLOA,Total,1383119,21
2042,Sinaloa,SLOA,Mujeres,1717849,40
1986,Sinaloa,SLOA,Mujeres,1044271,23
1975,Sinaloa,SLOA,Mujeres,778839,21
1986,Sinaloa,SLOA,Total,2110916,23
1971,Sinaloa,SLOA,Mujeres,676289,21
2004,Sinaloa,SLOA,Hombres,1334737,27
1976,Sinaloa,SLOA,Hombres,837162,22
1987,Sinaloa,SLOA,Hombres,1086516,23
1995,Sinaloa,SLOA,Mujeres,1220298,25
1995,Sinaloa,SLOA,Hombres,1235743,25
2069,Sinaloa,SLOA,Hombres,1552775,48
1976,Sinaloa,SLOA,Total,1642522,22
1986,Sinaloa,SLOA,Hombres,1066645,23
2017,Sinaloa,SLOA,Total,3043381,31
2004,Sinaloa,SLOA,Mujeres,1330926,28
2018,Sinaloa,SLOA,Hombres,1515826,31
2000,Sinaloa,SLOA,Hombres,1296351,26
2016,Sinaloa,SLOA,Total,3032732,31
2016,Sinaloa,SLOA,Mujeres,1526743,31
2016,Sinaloa,SLOA,Hombres,1505989,30
2000,Sinaloa,SLOA,Mujeres,1283656,26
2000,Sinaloa,SLOA,Total,2580007,26
2069,Sinaloa,SLOA,Mujeres,1598374,49
2069,Sinaloa,SLOA,Total,3151149,48
2050,Sinaloa,SLOA,Hombres,1663666,41
2050,Sinaloa,SLOA,Mujeres,1716146,43
2050,Sinaloa,SLOA,Total,3379812,42
2017,Sinaloa,SLOA,Hombres,1510697,31
2042,Sinaloa,SLOA,Hombres,1670427,39
2018,Sinaloa,SLOA,Mujeres,1539218,32
2010,Sinaloa,SLOA,Total,2828513,29
2042,Sinaloa,SLOA,Total,3388276,39
2007,Sinaloa,SLOA,Mujeres,1374489,29
2020,Sinaloa,SLOA,Hombres,1526168,31
2012,Sinaloa,SLOA,Total,2912630,30
2010,Sinaloa,SLOA,Mujeres,1420930,29
2010,Sinaloa,SLOA,Hombres,1407583,29
2052,Sinaloa,SLOA,Total,3369502,43
2052,Sinaloa,SLOA,Mujeres,1710829,43
2052,Sinaloa,SLOA,Hombres,1658673,42
2012,Sinaloa,SLOA,Hombres,1448833,29
2028,Sinaloa,SLOA,Mujeres,1639902,35
2028,Sinaloa,SLOA,Total,3245497,34
1991,Sinaloa,SLOA,Hombres,1162804,24
1991,Sinaloa,SLOA,Mujeres,1145721,24
1991,Sinaloa,SLOA,Total,2308525,24
2038,Sinaloa,SLOA,Hombres,1660829,37
2038,Sinaloa,SLOA,Mujeres,1706371,39
2040,Sinaloa,SLOA,Mujeres,1713186,39
2038,Sinaloa,SLOA,Total,3367200,38
1977,Sinaloa,SLOA,Hombres,863606,22
