,id,state_code,ENTIDAD,geometry,AÑO,Categoría,POBLACIÓN,POBLACION_2023,POBLACION_2024,diferencia_poblacional,población_diferencia_absoluta,Crecimiento (%)
0,,9,Ciudad de México,"POLYGON ((-99.09052176998246 19.509262698819235, -99.06421279413962 19.49871439131244, -99.05121679402448 19.449973935936203, -99.05565445260038 19.422148228202758, -99.0581902575009 19.40068787844755, -98.99194235447494 19.367588016960703, -98.97450869578391 19.337034298665152, -98.96056176883107 19.325394786933515, -98.97672752507185 19.25301157335239, -98.94598089065312 19.224822130877328, -98.96848615914519 19.210636475954395, -98.95517318341749 19.17389926705141, -98.95770898831799 19.122430801113076, -98.9789463543598 19.07423594784926, -99.02934547675754 19.08514799009767, -99.06199396485167 19.0487745159363, -99.12538908736454 19.062050834005202, -99.1355323069666 19.08933093962623, -99.13648323380428 19.08933093962623, -99.2271382589977 19.09606003234608, -99.27912225945825 19.131706037024223, -99.30701611336391 19.2108183433252, -99.31367260122776 19.21900237501151, -99.3158914305157 19.227368274068624, -99.32223094276699 19.232460560451216, -99.32444977205495 19.232460560451216, -99.33934762584548 19.267560963016937, -99.36533962607575 19.27774553578212, -99.35646430892395 19.30320696769508, -99.32920440624342 19.35212929044212, -99.25598303974105 19.40341588900965, -99.23981728350027 19.41214552280838, -99.20875367346896 19.46979747935415, -99.20685181979357 19.471070550949797, -99.21382528326998 19.497077584975177, -99.20463299050563 19.514900587314248, -99.15740362423354 19.502897340840995, -99.1764221609874 19.531996120170092, -99.14377367289327 19.57237067648921, -99.12380420930171 19.592739822019578, -99.11809864827556 19.590557413569897, -99.11271006286196 19.573098145972438, -99.13077767277814 19.53599720232784, -99.09052176998246 19.509262698819235))",2023,Total,9221637,9237644,9221637,-16007,16007,-0.17
1,,12,Guerrero,"POLYGON ((-100.53878334378896 18.843991856407794, -100.5020141727315 18.830715538338893, -100.48204470913996 18.79870688107689, -100.43132861112966 18.783430021929114, -100.42213631836529 18.763242743769553, -100.44749436737044 18.701589705066034, -100.47348636760071 18.69085953018843, -100.48679934332841 18.639936666362512, -100.47475427005097 18.619021918719724, -100.42974373306683 18.59919837530178, -100.44939622104582 18.553731532600068, -100.42974373306683 18.51099270046046, -100.39614431813501 18.540455214531168, -100.36191095197806 18.496625178166717, -100.38536714730782 18.426424373035275, -100.35937514707754 18.423514495102367, -100.30612324416674 18.36786307963547, -100.29185934160134 18.38168499981679, -100.26808617065902 18.3793207239963, -100.25794295105696 18.42860678148496, -100.22687934102565 18.43078918993464, -100.18567251139228 18.45497755025195, -100.15936353554945 18.491532891784125, -100.08994587639785 18.522086610079675, -100.07694987628271 18.548821113588282, -100.0680745591309 18.59101434361547, -100.02179611969652 18.60374505957195, -99.96157075330929 18.55282219574603, -99.94286919216799 18.589741272019822, -99.88803241119436 18.61884005134892, -99.85855367922588 18.612656560741485, -99.78596626394864 18.63939106425009, -99.77201933699581 18.686494713289065, -99.73873689767655 18.737417577114982, -99.67217201903804 18.713411084168477, -99.70925816570806 18.768880632264565, -99.69721309243062 18.786158032491215, -99.66139484821085 18.771244908085055, -99.63128216501724 18.720322044259138, -99.62335777470312 18.73869064871063, -99.5808830426195 18.730142882282706, -99.57105679863001 18.706863858819432, -99.53333670073485 18.694133142862952, -99.49434870038944 18.720322044259138, -99.48071874904917 18.68449417221019, -99.4645529928084 18.643755881149456, -99.4636020659707 18.642482809553808, -99.4537758219812 18.609928550179383, -99.41985943143682 18.590286874132243, -99.42302918756246 18.562097431657183, -99.37928655302858 18.520449803742416, -99.35741523576164 18.46770826620843, -99.32825347940572 18.488804881222023, -99.32825347940572 18.45952423452212, -99.26897903985619 18.45315887654388, -99.20463299050563 18.455159417622756, -99.13933601431737 18.46407091879229, -99.12729094103992 18.425696903552048, -99.06674859904014 18.368226814377085, -99.07086928200347 18.334945085519433, -99.066114647815 18.332580809698943, -99.05438655015013 18.252195431802317, -99.03188128165806 18.27220084259107, -99.02332294011882 18.248376217015373, -98.98940654957443 18.2491036864986, -99.00050069601419 18.190178658357183, -98.95707503709286 18.18854185201992, -98.88512157304076 18.166899634893905, -98.85944654842305 18.12852561965366, -98.86008049964818 18.092152145492292, -98.86990674363767 18.05705174292657, -98.81285113337609 18.06469017250046, -98.7380448888109 18.039956210070727, -98.81506996266404 18.007947552808723, -98.68796274202573 17.96193510799459, -98.64485405871699 17.933381930777916, -98.58494566794232 17.973756487097035, -98.52979191135613 17.975575160805104, -98.5237693747174 17.9941256326274, -98.48700020365993 17.99085201995288, -98.4340652763617 17.983759192491412, -98.42297112992193 17.94174782983503, -98.44072176422554 17.92265175590031, -98.42487298359733 17.86572726883777, -98.42487298359733 17.839538367441584, -98.47146839864429 17.788615503615667, -98.49429064274892 17.77279304235547, -98.48985298417301 17.703319706707255, -98.47083444741915 17.677858274794296, -98.46100820342966 17.63039089101371, -98.41251093470731 17.600928376943003, -98.37700966610011 17.605111326471558, -98.33009727544058 17.533273715002856, -98.33168215350341 17.519451794821535, -98.31202966552442 17.477440432165153, -98.33231610472853 17.47180254367014, -98.33580283646674 17.45634381715156, -98.30537317766057 17.394327043706426, -98.2873055677444 17.32885479021596, -98.30505620204801 17.327581718620312, -98.3228068363516 17.27465831371552, -98.28857347019465 17.238648574295766, -98.24229503076026 17.25046995339821, -98.20330703041485 17.216097020315715, -98.21757093298024 17.186634506245007, -98.22264254278127 17.122071589608577, -98.18365454243586 17.117706772709212, -98.09870507826861 17.08387944173914, -98.08127141957758 17.06660204151249, -98.07271307803833 17.064237765692, -98.00773307746265 17.039867538003882, -98.02516673615368 17.018952790361094, -98.03055532156728 17.01567917768657, -98.0578152242478 17.02386320937288, -98.09743717581836 16.968939263389213, -98.11138410277118 16.958936557994836, -98.08095444396501 16.88491653807645, -98.07239610242577 16.87345889371562, -98.10789737103298 16.76161046066941, -98.13579122493864 16.75742751114085, -98.13927795667685 16.723600180170777, -98.23817434779693 16.70723211679816, -98.21408420124203 16.618844574586035, -98.19379776203792 16.62139071777733, -98.20584283531537 16.585926580469994, -98.29301112877056 16.557737137994934, -98.31678429971288 16.569922251838992, -98.39539425162884 16.546825095746524, -98.35704020250856 16.47735176009831, -98.34974976341958 16.44497936809469, -98.36623249527293 16.42370088571029, -98.39951493459218 16.38041645145826, -98.45403473995324 16.385690605211657, -98.53866722850793 16.347134722600607, -98.55261415546076 16.316035402192636, -98.56877991170154 16.34222430358882, -98.70286059581626 16.466075983108283, -98.72314703502038 16.49517476243738, -98.77576498670606 16.555372862174444, -98.81348508460121 16.554645392691217, -98.85691074352253 16.528274623924226, -98.90762684153283 16.534639981902465, -99.0803785503804 16.593565010043882, -99.23189289318616 16.63412143373381, -99.45504372443146 16.681588817514395, -99.56725309127924 16.689045379717477, -99.60877689652517 16.68413496070569, -99.66614948239932 16.69868435037024, -99.7542687026922 16.740877580397427, -99.81100733734122 16.7852532188743, -99.86584411831485 16.807804772854347, -99.85189719136203 16.844178247015716, -99.88359475261846 16.85945510616349, -99.91592626510003 16.84672439020701, -99.9596688996339 16.893282437133564, -100.0024606073301 16.913833450034737, -100.12100948642916 16.948751985229652, -100.2290981703136 16.990217745773613, -100.43544929409299 17.064055898321193, -100.61612539325468 17.123344661204225, -100.67508285719164 17.137348448756352, -100.77017554096095 17.175176861884175, -100.91598432274054 17.221734908810728, -101.03389925061448 17.267383618883247, -101.06464588503323 17.268656690478895, -101.05038198246783 17.291208244458943, -101.07859281198606 17.327399851249506, -101.16639505666637 17.38759795098657, -101.20570003262436 17.428336242047305, -101.26434052094876 17.456707551893174, -101.44343174204762 17.525817152799775, -101.44057896153454 17.555097799499677, -101.45579379093763 17.5796498945586, -101.51728705977511 17.623843665664666, -101.54327906000539 17.618205777169653, -101.5955800360785 17.63439197317146, -101.60255349955493 17.657307261893123, -101.6428094023506 17.6673099672875, -101.64851496337675 17.70368344144887, -101.68052950024575 17.748240947296548, -101.71539681762783 17.773884246580312, -101.7477283301094 17.793162187885837, -101.78418052555429 17.86445419724212, -101.82633828202536 17.897735926099774, -101.96802638084162 17.96830046597283, -102.0393458936686 17.988669611503198, -102.1014731137312 17.981758651412537, -102.13729135795099 17.94011102349777, -102.13792530917611 17.969755404939285, -102.17342657778332 17.98957894835723, -102.18452072422306 18.061598427196742, -102.162015455731 18.164171624331804, -102.13158579692482 18.188905586761535, -102.05836443042246 18.19490720999816, -102.03807799121834 18.20818352806706, -101.97816960044368 18.207092323842218, -101.96929428329187 18.233099357867598, -101.92903838049621 18.23128068415953, -101.90463125832875 18.247830614902952, -101.89702384362721 18.277111261602855, -101.86215652624513 18.28838703859288, -101.86183955063257 18.356223567903832, -101.8881485264754 18.40987444229185, -101.8605716481823 18.446066049082415, -101.88688062402514 18.477165369490386, -101.87959018493616 18.53918214293552, -101.8561339896064 18.559551288465887, -101.8437719407164 18.57428254550124, -101.77213545227686 18.60374505957195, -101.713811939565 18.61011041755019, -101.70335174435039 18.588286333053368, -101.63900569499982 18.602290120605495, -101.60540628006801 18.574464412872047, -101.58797262137696 18.52645142697904, -101.5014382791469 18.486986207513954, -101.48146881555535 18.490259820188477, -101.43804315663402 18.49135102441332, -101.41110022956606 18.510628965718844, -101.36957642432013 18.499716923470434, -101.36418783890653 18.51826739529273, -101.28114022841467 18.544638164059727, -101.21267349610078 18.536635999744224, -101.18794939832075 18.517539925809505, -101.08873603158811 18.505900414077868, -101.00949212844702 18.525542090125008, -101.004420518646 18.49135102441332, -100.97557573790264 18.48316699272701, -100.96670042075084 18.453704478656302, -100.92105593254158 18.445520446969994, -100.87382656626949 18.492078493896546, -100.82469534632202 18.474255491557475, -100.79331476067814 18.477165369490386, -100.7758811019871 18.437882017396106, -100.73689310164168 18.42678810777689, -100.71755758927526 18.399508002155862, -100.68776188169421 18.40896510543782, -100.68395817434345 18.386777286199383, -100.64275134471008 18.346220862509455, -100.59076734424953 18.41460299393283, -100.63736275929648 18.457705560814052, -100.74450051634324 18.518085527921926, -100.76478695554735 18.56100622743234, -100.75147397981965 18.633571308384273, -100.76225115064683 18.68031122268163, -100.78412246791378 18.687767784884713, -100.77334529708659 18.732507158103196, -100.79711846802891 18.74669281302613, -100.79046198016506 18.825441384585496, -100.77714900443736 18.85981431766799, -100.748304223694 18.86781648198349, -100.70361066232243 18.824350180360653, -100.70551251599781 18.795615135773172, -100.62246490550595 18.866907145129456, -100.6132726127416 18.886912555918208, -100.5847448076108 18.858177511330727, -100.53878334378896 18.843991856407794))",2023,Total,3604215,3599951,3604215,4264,4264,0.12
2,,15,México,"POLYGON ((-99.859187630451 20.26837710456701, -99.85950460606357 20.26492162452168, -99.84207094737253 20.28183529000672, -99.78850206884916 20.222910261865298, -99.72098626337295 20.167804448510825, -99.69911494610601 20.1725330001518, -99.65980997014803 20.18071703183811, -99.62969728695441 20.145798496643195, -99.51241631030561 20.175079143343098, -99.50512587121662 20.160347886307743, -99.51907279816946 20.148162772463685, -99.48705826130046 20.10506020558246, -99.44109679747862 20.013217183325004, -99.4449005048294 19.985027740849944, -99.47406226118532 19.954292155183587, -99.48388850517482 19.90518796506574, -99.4360251876776 19.903187423986864, -99.4325384559394 19.87517984888261, -99.43000265103888 19.870815031983245, -99.41510479724835 19.850445886452878, -99.37358099200242 19.85153709067772, -99.38784489456782 19.77715333601772, -99.34346830880881 19.780245081321436, -99.27088089353157 19.858629918139187, -99.23633055176207 19.87336117517454, -99.2182629418459 19.88900176906393, -99.21541016133281 19.954474022554393, -99.18941816110254 19.99266617042383, -99.14250577044301 20.027039103506326, -99.11841562388813 20.0290396445852, -99.07086928200347 20.017945734965984, -99.06769952587783 19.985027740849944, -99.0315643060455 20.014853989662267, -99.03441708655856 19.971569555410237, -99.01381367174189 19.981208526063, -99.0055723058152 20.05322800490251, -98.99130840324982 20.067049925083833, -98.96151269566877 20.040861023687647, -98.94661484187824 20.02722097087713, -98.94502996381543 19.97484316808476, -98.99574606182571 19.956838298374883, -98.95263737851697 19.906461036661387, -98.98940654957443 19.881363339490044, -99.02047015960574 19.867723286679528, -98.97038801282056 19.808616391167305, -98.94566391504056 19.803887839526325, -98.91396635378412 19.87699852259068, -98.8705406948628 19.895003392300556, -98.81475298705148 19.867723286679528, -98.79541747468505 19.856265642318697, -98.78051962089452 19.883545747939724, -98.75484459627681 19.876634787849063, -98.7291695716591 19.864995276117426, -98.67179698578495 19.853537631756595, -98.69810596162779 19.83189541463058, -98.6784534736488 19.81407241229151, -98.66101981495777 19.83462342519268, -98.63978244891595 19.810798799616986, -98.59699074121977 19.765695691656887, -98.60808488765952 19.724957400596153, -98.63280898543954 19.72222939003405, -98.6198129853244 19.660940086072145, -98.66482352230854 19.660394483959724, -98.66545747353366 19.606198007459284, -98.6705290833347 19.598559577885396, -98.68130625416188 19.598195843143785, -98.70856615684242 19.55454767415014, -98.65309542464365 19.4657963971964, -98.6350278147275 19.4312415967431, -98.66038586373264 19.432150933597132, -98.65753308321956 19.39705053103141, -98.64485405871699 19.351765555700506, -98.66387259547085 19.324849184821094, -98.63217503421441 19.263741748229993, -98.6277373756385 19.25774012499337, -98.64390313187928 19.23864405105865, -98.64041640014108 19.16717017433156, -98.63914849769083 19.16353282691542, -98.63629571717775 19.153348254150238, -98.62710342441338 19.124613209562757, -98.63914849769083 19.077509560523783, -98.62361669267517 19.066415650904567, -98.6277373756385 19.0222218797985, -98.63280898543954 19.01549278707865, -98.66672537598393 19.001307132155716, -98.71522264470627 18.942563971385106, -98.72631679114602 18.944746379834786, -98.79224771855941 18.93528927655283, -98.79953815764839 18.94038156293542, -98.82426225542841 18.95493095259997, -98.83599035309328 18.950020533588184, -98.84074498728175 18.955658422083197, -98.86863884118742 18.999670325818453, -98.87117464608792 19.025131757731412, -98.90382313418206 19.038408075800312, -98.91555123184693 19.064051375084077, -98.9789463543598 19.07423594784926, -98.95770898831799 19.122430801113076, -98.95517318341749 19.17389926705141, -98.96848615914519 19.210636475954395, -98.94598089065312 19.224822130877328, -98.97672752507185 19.25301157335239, -98.96056176883107 19.325394786933515, -98.97450869578391 19.337034298665152, -98.99194235447494 19.367588016960703, -99.0581902575009 19.40068787844755, -99.05565445260038 19.422148228202758, -99.05121679402448 19.449973935936203, -99.06421279413962 19.49871439131244, -99.09052176998246 19.509262698819235, -99.13077767277814 19.53599720232784, -99.11271006286196 19.573098145972438, -99.11809864827556 19.590557413569897, -99.12380420930171 19.592739822019578, -99.14377367289327 19.57237067648921, -99.1764221609874 19.531996120170092, -99.15740362423354 19.502897340840995, -99.20463299050563 19.514900587314248, -99.21382528326998 19.497077584975177, -99.20685181979357 19.471070550949797, -99.20875367346896 19.46979747935415, -99.23981728350027 19.41214552280838, -99.25598303974105 19.40341588900965, -99.32920440624342 19.35212929044212, -99.35646430892395 19.30320696769508, -99.36533962607575 19.27774553578212, -99.33934762584548 19.267560963016937, -99.32444977205495 19.232460560451216, -99.32223094276699 19.232460560451216, -99.3158914305157 19.227368274068624, -99.31367260122776 19.21900237501151, -99.30701611336391 19.2108183433252, -99.27912225945825 19.131706037024223, -99.29528801569903 19.12261266848388, -99.31398957684033 19.098242440795765, -99.31177074755237 19.02458615561899, -99.31303865000262 18.94801999250931, -99.34188343074598 18.92255856059635, -99.36502265046319 18.89891580239146, -99.42936869981375 18.87763732000706, -99.42683289491323 18.82453204773146, -99.46550391964608 18.759241661611803, -99.46645484648377 18.75360377311679, -99.49434870038944 18.720322044259138, -99.53333670073485 18.694133142862952, -99.57105679863001 18.706863858819432, -99.5808830426195 18.730142882282706, -99.62335777470312 18.73869064871063, -99.63128216501724 18.720322044259138, -99.66139484821085 18.771244908085055, -99.69721309243062 18.786158032491215, -99.70925816570806 18.768880632264565, -99.67217201903804 18.713411084168477, -99.73873689767655 18.737417577114982, -99.77201933699581 18.686494713289065, -99.78596626394864 18.63939106425009, -99.85855367922588 18.612656560741485, -99.88803241119436 18.61884005134892, -99.94286919216799 18.589741272019822, -99.96157075330929 18.55282219574603, -100.02179611969652 18.60374505957195, -100.0680745591309 18.59101434361547, -100.07694987628271 18.548821113588282, -100.08994587639785 18.522086610079675, -100.15936353554945 18.491532891784125, -100.18567251139228 18.45497755025195, -100.22687934102565 18.43078918993464, -100.25794295105696 18.42860678148496, -100.26808617065902 18.3793207239963, -100.29185934160134 18.38168499981679, -100.30612324416674 18.36786307963547, -100.35937514707754 18.423514495102367, -100.38536714730782 18.426424373035275, -100.36191095197806 18.496625178166717, -100.39614431813501 18.540455214531168, -100.42974373306683 18.51099270046046, -100.44939622104582 18.553731532600068, -100.42974373306683 18.59919837530178, -100.47475427005097 18.619021918719724, -100.48679934332841 18.639936666362512, -100.47348636760071 18.69085953018843, -100.44749436737044 18.701589705066034, -100.42213631836529 18.763242743769553, -100.43132861112966 18.783430021929114, -100.48204470913996 18.79870688107689, -100.5020141727315 18.830715538338893, -100.53878334378896 18.843991856407794, -100.5847448076108 18.858177511330727, -100.6132726127416 18.886912555918208, -100.54353797797744 18.9371079502609, -100.52768919734922 19.010400500696058, -100.47919192862688 19.032042717822073, -100.41167612315067 19.06332390560085, -100.40914031825015 19.074963417332487, -100.38980480588373 19.14298181401425, -100.3615939763655 19.154621325745886, -100.37268812280524 19.19299534098613, -100.33813778103574 19.227004539327012, -100.319753195507 19.26174120715112, -100.31785134183161 19.317938224730433, -100.30675719539187 19.32684972589997, -100.31277973203059 19.362313863207305, -100.29344421966417 19.395049989952536, -100.23733953624027 19.40341588900965, -100.19549875538178 19.44615472114926, -100.20088734079538 19.492712768075812, -100.17806509669074 19.492712768075812, -100.20183826763306 19.499259993424857, -100.19676665783204 19.531632385428477, -100.22751329225078 19.557639419453857, -100.2468488046172 19.597468373660554, -100.26523339014594 19.662031290296987, -100.25857690228209 19.700223438166425, -100.19042714558076 19.699495968683195, -100.14985426717251 19.72750354378745, -100.14478265737148 19.764240752690434, -100.13432246215686 19.845353600070286, -100.09184773007324 19.859902989734834, -100.13051875480609 19.91610000731415, -100.13146968164378 19.98175412817542, -100.11593787662812 20.00594248849273, -100.15524285258611 20.00721556008838, -100.15302402329816 20.054319209127353, -100.13780919389507 20.044316503732976, -100.07694987628271 20.029403379326816, -100.04398441257602 20.036496206788282, -100.00024177804214 20.077416365219822, -99.98027231445059 20.05904776076833, -99.92638646031465 20.06414004715092, -99.9419182653303 20.118882125763783, -99.93240899695337 20.17380607174745, -99.96600841188518 20.2016317794809, -99.97773650955007 20.2389145904963, -99.95808402157108 20.25164530645278, -99.95111055809467 20.21581743440383, -99.91941299683823 20.21709050599948, -99.92258275296388 20.231094293551607, -99.93431085062876 20.250190367486326, -99.91339046019951 20.285836372164468, -99.859187630451 20.26837710456701))",2023,Total,17501220,17379644,17501220,121576,121576,0.7
3,,17,Morelos,"POLYGON ((-99.06199396485167 19.0487745159363, -99.02934547675754 19.08514799009767, -98.9789463543598 19.07423594784926, -98.91555123184693 19.064051375084077, -98.90382313418206 19.038408075800312, -98.87117464608792 19.025131757731412, -98.86863884118742 18.999670325818453, -98.84074498728175 18.955658422083197, -98.83599035309328 18.950020533588184, -98.82426225542841 18.95493095259997, -98.79953815764839 18.94038156293542, -98.79224771855941 18.93528927655283, -98.72631679114602 18.944746379834786, -98.71522264470627 18.942563971385106, -98.66672537598393 19.001307132155716, -98.63280898543954 19.01549278707865, -98.64865776606776 19.0009433974141, -98.67781952242368 18.924013499562804, -98.67211396139751 18.87981972845674, -98.68891366886344 18.85799564395992, -98.68891366886344 18.858177511330727, -98.68891366886344 18.85799564395992, -98.69081552253881 18.855449500768625, -98.69525318111472 18.844901193261826, -98.72790166920885 18.80616344327997, -98.74755415718784 18.75815045738696, -98.75357669382656 18.74269173086838, -98.7158565959314 18.739054383452242, -98.74089766932399 18.703772113515715, -98.72790166920885 18.66939918043322, -98.7193433276696 18.605018131167597, -98.71268683980576 18.58519458774965, -98.70793220561728 18.4988075866164, -98.70666430316703 18.444974844857573, -98.72695074237114 18.43951882373337, -98.75484459627681 18.456978091330825, -98.81094927970071 18.519176732146768, -98.84169591411944 18.507173485673516, -98.85025425565868 18.47807470634442, -98.91523425623437 18.45715995870163, -98.93964137840183 18.421877688765104, -98.98560284222366 18.41987714768623, -99.066114647815 18.332580809698943, -99.07086928200347 18.334945085519433, -99.06674859904014 18.368226814377085, -99.12729094103992 18.425696903552048, -99.13933601431737 18.46407091879229, -99.20463299050563 18.455159417622756, -99.26897903985619 18.45315887654388, -99.32825347940572 18.45952423452212, -99.32825347940572 18.488804881222023, -99.35741523576164 18.46770826620843, -99.37928655302858 18.520449803742416, -99.42302918756246 18.562097431657183, -99.41985943143682 18.590286874132243, -99.4537758219812 18.609928550179383, -99.4636020659707 18.642482809553808, -99.4645529928084 18.643755881149456, -99.48071874904917 18.68449417221019, -99.49434870038944 18.720322044259138, -99.46645484648377 18.75360377311679, -99.46550391964608 18.759241661611803, -99.42683289491323 18.82453204773146, -99.42936869981375 18.87763732000706, -99.36502265046319 18.89891580239146, -99.34188343074598 18.92255856059635, -99.31303865000262 18.94801999250931, -99.31177074755237 19.02458615561899, -99.31398957684033 19.098242440795765, -99.29528801569903 19.12261266848388, -99.27912225945825 19.131706037024223, -99.2271382589977 19.09606003234608, -99.13648323380428 19.08933093962623, -99.1355323069666 19.08933093962623, -99.12538908736454 19.062050834005202, -99.06199396485167 19.0487745159363))",2023,Total,2030857,2017078,2030857,13779,13779,0.68
