,AÑO,ENTIDAD,Clave_Entidad,SEXO,EDAD,POBLACION
1504,1992,Ciudad de México,CDMX,Hombres,54.5,4118915
1505,1992,Ciudad de México,CDMX,Mujeres,54.5,4418139
1506,1992,Coahuila,COH,Hombres,54.5,1054463
1507,1992,Coahuila,COH,Mujeres,54.5,1054326
1508,1992,Colima,COL,Hombres,54.5,231954
1509,1992,Colima,COL,Mujeres,54.5,231890
1510,1992,Durango,DGO,Hombres,54.5,711773
1511,1992,Durango,DGO,Mujeres,54.5,719825
1512,1992,Guanajuato,GJ,Hombres,54.5,2088749
1513,1992,Guanajuato,GJ,Mujeres,54.5,2191640
1514,1992,Guerrero,GUE,Hombres,54.5,1397539
1515,1992,Guerrero,GUE,Mujeres,54.5,1433638
1516,1992,Hidalgo,HDGO,Hombres,54.5,1006332
1517,1992,Hidalgo,HDGO,Mujeres,54.5,1022489
1518,1992,Jalisco,JAL,Hombres,54.5,2838243
1519,1992,Jalisco,JAL,Mujeres,54.5,2964295
1520,1992,Michoacán,MICH,Hombres,54.5,1875023
1521,1992,Michoacán,MICH,Mujeres,54.5,1958612
1522,1992,Morelos,MOR,Hombres,54.5,651287
1523,1992,Morelos,MOR,Mujeres,54.5,672223
1524,1992,México,EDOMX,Hombres,54.5,5397338
1525,1992,México,EDOMX,Mujeres,54.5,5480026
1526,1992,Nayarit,NAY,Hombres,54.5,441037
1527,1992,Nayarit,NAY,Mujeres,54.5,436850
1528,1992,Nuevo León,NL,Hombres,54.5,1684618
1529,1992,Nuevo León,NL,Mujeres,54.5,1673380
1530,1992,Oaxaca,OAX,Hombres,54.5,1587199
1531,1992,Oaxaca,OAX,Mujeres,54.5,1630952
1532,1992,Puebla,PUE,Hombres,54.5,2205721
1533,1992,Puebla,PUE,Mujeres,54.5,2288615
1534,1992,Querétaro,QRO,Hombres,54.5,577573
1535,1992,Querétaro,QRO,Mujeres,54.5,589389
1536,1992,Quintana Roo,QROO,Hombres,54.5,304862
1537,1992,Quintana Roo,QROO,Mujeres,54.5,283211
1538,1992,República Mexicana,Nacional,Hombres,54.5,43439574
1539,1992,República Mexicana,Nacional,Mujeres,54.5,44313557
1540,1992,San Luis Potosí,SLP,Hombres,54.5,1066781
1541,1992,San Luis Potosí,SLP,Mujeres,54.5,1080841
1542,1992,Sinaloa,SLOA,Hombres,54.5,1181371
1543,1992,Sinaloa,SLOA,Mujeres,54.5,1164688
1544,1992,Sonora,SON,Hombres,54.5,997315
1545,1992,Sonora,SON,Mujeres,54.5,976119
1546,1992,Tabasco,TAB,Hombres,54.5,823802
1547,1992,Tabasco,TAB,Mujeres,54.5,815405
1548,1992,Tamaulipas,TAM,Hombres,54.5,1206539
1549,1992,Tamaulipas,TAM,Mujeres,54.5,1214911
1550,1992,Tlaxcala,TLAX,Hombres,54.5,414790
1551,1992,Tlaxcala,TLAX,Mujeres,54.5,421582
1552,1992,Veracruz,VER,Hombres,54.5,3282403
1553,1992,Veracruz,VER,Mujeres,54.5,3320501
1554,1992,Yucatán,YUC,Hombres,54.5,741598
1555,1992,Yucatán,YUC,Mujeres,54.5,744834
1556,1992,Zacatecas,ZAC,Hombres,54.5,664441
1557,1992,Zacatecas,ZAC,Mujeres,54.5,683946
1558,1993,Aguascalientes,AG,Hombres,54.5,404533
1559,1993,Aguascalientes,AG,Mujeres,54.5,418809
1560,1993,Baja California,BC,Hombres,54.5,991089
1561,1993,Baja California,BC,Mujeres,54.5,968860
1562,1993,Baja California Sur,BCS,Hombres,54.5,183401
1563,1993,Baja California Sur,BCS,Mujeres,54.5,175058
1564,1993,Campeche,CAMP,Hombres,54.5,308560
1565,1993,Campeche,CAMP,Mujeres,54.5,301950
1566,1993,Chiapas,CHIA,Hombres,54.5,1764418
1567,1993,Chiapas,CHIA,Mujeres,54.5,1746362
1568,1993,Chihuahua,CH,Hombres,54.5,1357072
1569,1993,Chihuahua,CH,Mujeres,54.5,1354330
1570,1993,Ciudad de México,CDMX,Hombres,54.5,4131554
1571,1993,Ciudad de México,CDMX,Mujeres,54.5,4433324
1572,1993,Coahuila,COH,Hombres,54.5,1069581
1573,1993,Coahuila,COH,Mujeres,54.5,1070550
1574,1993,Colima,COL,Hombres,54.5,237101
1575,1993,Colima,COL,Mujeres,54.5,237253
1576,1993,Durango,DGO,Hombres,54.5,717860
1577,1993,Durango,DGO,Mujeres,54.5,725740
1578,1993,Guanajuato,GJ,Hombres,54.5,2120999
1579,1993,Guanajuato,GJ,Mujeres,54.5,2226393
1580,1993,Guerrero,GUE,Hombres,54.5,1419256
1581,1993,Guerrero,GUE,Mujeres,54.5,1456009
1582,1993,Hidalgo,HDGO,Hombres,54.5,1025416
1583,1993,Hidalgo,HDGO,Mujeres,54.5,1042581
1584,1993,Jalisco,JAL,Hombres,54.5,2893063
1585,1993,Jalisco,JAL,Mujeres,54.5,3017873
1586,1993,Michoacán,MICH,Hombres,54.5,1898827
1587,1993,Michoacán,MICH,Mujeres,54.5,1983512
1588,1993,Morelos,MOR,Hombres,54.5,672537
1589,1993,Morelos,MOR,Mujeres,54.5,694616
1590,1993,México,EDOMX,Hombres,54.5,5551492
1591,1993,México,EDOMX,Mujeres,54.5,5642098
1592,1993,Nayarit,NAY,Hombres,54.5,446741
1593,1993,Nayarit,NAY,Mujeres,54.5,442612
1594,1993,Nuevo León,NL,Hombres,54.5,1722879
1595,1993,Nuevo León,NL,Mujeres,54.5,1712084
1596,1993,Oaxaca,OAX,Hombres,54.5,1599672
1597,1993,Oaxaca,OAX,Mujeres,54.5,1645441
1598,1993,Puebla,PUE,Hombres,54.5,2245217
1599,1993,Puebla,PUE,Mujeres,54.5,2332249
1600,1993,Querétaro,QRO,Hombres,54.5,593431
1601,1993,Querétaro,QRO,Mujeres,54.5,605989
1602,1993,Quintana Roo,QROO,Hombres,54.5,323631
1603,1993,Quintana Roo,QROO,Mujeres,54.5,301720
1604,1993,República Mexicana,Nacional,Hombres,54.5,44226367
1605,1993,República Mexicana,Nacional,Mujeres,54.5,45138193
1606,1993,San Luis Potosí,SLP,Hombres,54.5,1082662
1607,1993,San Luis Potosí,SLP,Mujeres,54.5,1097296
1608,1993,Sinaloa,SLOA,Hombres,54.5,1200016
1609,1993,Sinaloa,SLOA,Mujeres,54.5,1183690
1610,1993,Sonora,SON,Hombres,54.5,1019848
1611,1993,Sonora,SON,Mujeres,54.5,998896
1612,1993,Tabasco,TAB,Hombres,54.5,844635
1613,1993,Tabasco,TAB,Mujeres,54.5,837645
1614,1993,Tamaulipas,TAM,Hombres,54.5,1229892
1615,1993,Tamaulipas,TAM,Mujeres,54.5,1238291
1616,1993,Tlaxcala,TLAX,Hombres,54.5,424780
1617,1993,Tlaxcala,TLAX,Mujeres,54.5,432400
1618,1993,Veracruz,VER,Hombres,54.5,3320487
1619,1993,Veracruz,VER,Mujeres,54.5,3365860
1620,1993,Yucatán,YUC,Hombres,54.5,757340
1621,1993,Yucatán,YUC,Mujeres,54.5,760656
1622,1993,Zacatecas,ZAC,Hombres,54.5,668377
1623,1993,Zacatecas,ZAC,Mujeres,54.5,688046
1624,1994,Aguascalientes,AG,Hombres,54.5,416608
1625,1994,Aguascalientes,AG,Mujeres,54.5,431143
1626,1994,Baja California,BC,Hombres,54.5,1030646
1627,1994,Baja California,BC,Mujeres,54.5,1007046
1628,1994,Baja California Sur,BCS,Hombres,54.5,188280
1629,1994,Baja California Sur,BCS,Mujeres,54.5,180065
1630,1994,Campeche,CAMP,Hombres,54.5,317380
1631,1994,Campeche,CAMP,Mujeres,54.5,310970
1632,1994,Chiapas,CHIA,Hombres,54.5,1791716
1633,1994,Chiapas,CHIA,Mujeres,54.5,1776942
1634,1994,Chihuahua,CH,Hombres,54.5,1385225
1635,1994,Chihuahua,CH,Mujeres,54.5,1383264
1636,1994,Ciudad de México,CDMX,Hombres,54.5,4142184
1637,1994,Ciudad de México,CDMX,Mujeres,54.5,4446376
1638,1994,Coahuila,COH,Hombres,54.5,1084260
1639,1994,Coahuila,COH,Mujeres,54.5,1086425
1640,1994,Colima,COL,Hombres,54.5,242204
1641,1994,Colima,COL,Mujeres,54.5,242590
1642,1994,Durango,DGO,Hombres,54.5,723324
1643,1994,Durango,DGO,Mujeres,54.5,731058
1644,1994,Guanajuato,GJ,Hombres,54.5,2152311
1645,1994,Guanajuato,GJ,Mujeres,54.5,2260294
1646,1994,Guerrero,GUE,Hombres,54.5,1440626
1647,1994,Guerrero,GUE,Mujeres,54.5,1478062
1648,1994,Hidalgo,HDGO,Hombres,54.5,1044344
1649,1994,Hidalgo,HDGO,Mujeres,54.5,1062584
1650,1994,Jalisco,JAL,Hombres,54.5,2946622
1651,1994,Jalisco,JAL,Mujeres,54.5,3070154
1652,1994,Michoacán,MICH,Hombres,54.5,1921463
1653,1994,Michoacán,MICH,Mujeres,54.5,2007282
1654,1994,Morelos,MOR,Hombres,54.5,693971
1655,1994,Morelos,MOR,Mujeres,54.5,717257
1656,1994,México,EDOMX,Hombres,54.5,5705927
1657,1994,México,EDOMX,Mujeres,54.5,5804911
1658,1994,Nayarit,NAY,Hombres,54.5,452176
1659,1994,Nayarit,NAY,Mujeres,54.5,448105
1660,1994,Nuevo León,NL,Hombres,54.5,1761358
1661,1994,Nuevo León,NL,Mujeres,54.5,1751048
1662,1994,Oaxaca,OAX,Hombres,54.5,1611236
1663,1994,Oaxaca,OAX,Mujeres,54.5,1659090
1664,1994,Puebla,PUE,Hombres,54.5,2283910
1665,1994,Puebla,PUE,Mujeres,54.5,2375263
1666,1994,Querétaro,QRO,Hombres,54.5,609217
1667,1994,Querétaro,QRO,Mujeres,54.5,622572
1668,1994,Quintana Roo,QROO,Hombres,54.5,342671
1669,1994,Quintana Roo,QROO,Mujeres,54.5,320540
1670,1994,República Mexicana,Nacional,Hombres,54.5,45000843
1671,1994,República Mexicana,Nacional,Mujeres,54.5,45952662
1672,1994,San Luis Potosí,SLP,Hombres,54.5,1098065
1673,1994,San Luis Potosí,SLP,Mujeres,54.5,1113317
1674,1994,Sinaloa,SLOA,Hombres,54.5,1218318
1675,1994,Sinaloa,SLOA,Mujeres,54.5,1202388
1676,1994,Sonora,SON,Hombres,54.5,1042300
1677,1994,Sonora,SON,Mujeres,54.5,1021661
1678,1994,Tabasco,TAB,Hombres,54.5,865318
1679,1994,Tabasco,TAB,Mujeres,54.5,859832
1680,1994,Tamaulipas,TAM,Hombres,54.5,1252935
1681,1994,Tamaulipas,TAM,Mujeres,54.5,1261400
1682,1994,Tlaxcala,TLAX,Hombres,54.5,434774
1683,1994,Tlaxcala,TLAX,Mujeres,54.5,443263
1684,1994,Veracruz,VER,Hombres,54.5,3356877
1685,1994,Veracruz,VER,Mujeres,54.5,3409879
1686,1994,Yucatán,YUC,Hombres,54.5,772715
1687,1994,Yucatán,YUC,Mujeres,54.5,776146
1688,1994,Zacatecas,ZAC,Hombres,54.5,671882
1689,1994,Zacatecas,ZAC,Mujeres,54.5,691735
1690,1995,Aguascalientes,AG,Hombres,54.5,428411
1691,1995,Aguascalientes,AG,Mujeres,54.5,443316
1692,1995,Baja California,BC,Hombres,54.5,1070105
1693,1995,Baja California,BC,Mujeres,54.5,1045041
1694,1995,Baja California Sur,BCS,Hombres,54.5,193233
1695,1995,Baja California Sur,BCS,Mujeres,54.5,185094
1696,1995,Campeche,CAMP,Hombres,54.5,325870
1697,1995,Campeche,CAMP,Mujeres,54.5,319727
1698,1995,Chiapas,CHIA,Hombres,54.5,1819205
1699,1995,Chiapas,CHIA,Mujeres,54.5,1807854
1700,1995,Chihuahua,CH,Hombres,54.5,1412529
1701,1995,Chihuahua,CH,Mujeres,54.5,1411282
1702,1995,Ciudad de México,CDMX,Hombres,54.5,4150642
1703,1995,Ciudad de México,CDMX,Mujeres,54.5,4457301
1704,1995,Coahuila,COH,Hombres,54.5,1098538
1705,1995,Coahuila,COH,Mujeres,54.5,1101859
1706,1995,Colima,COL,Hombres,54.5,247216
1707,1995,Colima,COL,Mujeres,54.5,247863
1708,1995,Durango,DGO,Hombres,54.5,727908
1709,1995,Durango,DGO,Mujeres,54.5,735603
1710,1995,Guanajuato,GJ,Hombres,54.5,2182755
1711,1995,Guanajuato,GJ,Mujeres,54.5,2293809
1712,1995,Guerrero,GUE,Hombres,54.5,1461528
1713,1995,Guerrero,GUE,Mujeres,54.5,1500131
1714,1995,Hidalgo,HDGO,Hombres,54.5,1062749
1715,1995,Hidalgo,HDGO,Mujeres,54.5,1082422
1716,1995,Jalisco,JAL,Hombres,54.5,2997883
1717,1995,Jalisco,JAL,Mujeres,54.5,3120243
1718,1995,Michoacán,MICH,Hombres,54.5,1942256
1719,1995,Michoacán,MICH,Mujeres,54.5,2029700
1720,1995,Morelos,MOR,Hombres,54.5,714468
1721,1995,Morelos,MOR,Mujeres,54.5,739191
1722,1995,México,EDOMX,Hombres,54.5,5859221
1723,1995,México,EDOMX,Mujeres,54.5,5967583
1724,1995,Nayarit,NAY,Hombres,54.5,457178
1725,1995,Nayarit,NAY,Mujeres,54.5,453233
1726,1995,Nuevo León,NL,Hombres,54.5,1799240
1727,1995,Nuevo León,NL,Mujeres,54.5,1789375
1728,1995,Oaxaca,OAX,Hombres,54.5,1623209
1729,1995,Oaxaca,OAX,Mujeres,54.5,1673686
1730,1995,Puebla,PUE,Hombres,54.5,2322467
1731,1995,Puebla,PUE,Mujeres,54.5,2418745
1732,1995,Querétaro,QRO,Hombres,54.5,625095
1733,1995,Querétaro,QRO,Mujeres,54.5,639418
1734,1995,Quintana Roo,QROO,Hombres,54.5,361923
1735,1995,Quintana Roo,QROO,Mujeres,54.5,339557
1736,1995,República Mexicana,Nacional,Hombres,54.5,45753998
1737,1995,República Mexicana,Nacional,Mujeres,54.5,46752746
1738,1995,San Luis Potosí,SLP,Hombres,54.5,1112520
1739,1995,San Luis Potosí,SLP,Mujeres,54.5,1128795
1740,1995,Sinaloa,SLOA,Hombres,54.5,1235743
1741,1995,Sinaloa,SLOA,Mujeres,54.5,1220298
1742,1995,Sonora,SON,Hombres,54.5,1063908
1743,1995,Sonora,SON,Mujeres,54.5,1043625
1744,1995,Tabasco,TAB,Hombres,54.5,885572
1745,1995,Tabasco,TAB,Mujeres,54.5,881752
1746,1995,Tamaulipas,TAM,Hombres,54.5,1275729
1747,1995,Tamaulipas,TAM,Mujeres,54.5,1284346
1748,1995,Tlaxcala,TLAX,Hombres,54.5,444689
1749,1995,Tlaxcala,TLAX,Mujeres,54.5,454147
1750,1995,Veracruz,VER,Hombres,54.5,3389643
1751,1995,Veracruz,VER,Mujeres,54.5,3451357
1752,1995,Yucatán,YUC,Hombres,54.5,787659
1753,1995,Yucatán,YUC,Mujeres,54.5,791238
1754,1995,Zacatecas,ZAC,Hombres,54.5,674906
1755,1995,Zacatecas,ZAC,Mujeres,54.5,695155
1756,1996,Aguascalientes,AG,Hombres,54.5,438720
1757,1996,Aguascalientes,AG,Mujeres,54.5,454583
1758,1996,Baja California,BC,Hombres,54.5,1110076
1759,1996,Baja California,BC,Mujeres,54.5,1082021
1760,1996,Baja California Sur,BCS,Hombres,54.5,198879
1761,1996,Baja California Sur,BCS,Mujeres,54.5,190174
1762,1996,Campeche,CAMP,Hombres,54.5,332844
1763,1996,Campeche,CAMP,Mujeres,54.5,326915
1764,1996,Chiapas,CHIA,Hombres,54.5,1851574
1765,1996,Chiapas,CHIA,Mujeres,54.5,1842929
1766,1996,Chihuahua,CH,Hombres,54.5,1441177
1767,1996,Chihuahua,CH,Mujeres,54.5,1438226
1768,1996,Ciudad de México,CDMX,Hombres,54.5,4162107
1769,1996,Ciudad de México,CDMX,Mujeres,54.5,4469174
1770,1996,Coahuila,COH,Hombres,54.5,1113822
1771,1996,Coahuila,COH,Mujeres,54.5,1116593
1772,1996,Colima,COL,Hombres,54.5,252489
1773,1996,Colima,COL,Mujeres,54.5,253298
1774,1996,Durango,DGO,Hombres,54.5,730408
1775,1996,Durango,DGO,Mujeres,54.5,738927
1776,1996,Guanajuato,GJ,Hombres,54.5,2211097
1777,1996,Guanajuato,GJ,Mujeres,54.5,2328114
1778,1996,Guerrero,GUE,Hombres,54.5,1480404
1779,1996,Guerrero,GUE,Mujeres,54.5,1522713
1780,1996,Hidalgo,HDGO,Hombres,54.5,1078426
1781,1996,Hidalgo,HDGO,Mujeres,54.5,1102139
1782,1996,Jalisco,JAL,Hombres,54.5,3040932
1783,1996,Jalisco,JAL,Mujeres,54.5,3162112
1784,1996,Michoacán,MICH,Hombres,54.5,1956269
1785,1996,Michoacán,MICH,Mujeres,54.5,2048589
1786,1996,Morelos,MOR,Hombres,54.5,730135
1787,1996,Morelos,MOR,Mujeres,54.5,757143
1788,1996,México,EDOMX,Hombres,54.5,6009685
1789,1996,México,EDOMX,Mujeres,54.5,6128172
1790,1996,Nayarit,NAY,Hombres,54.5,460902
1791,1996,Nayarit,NAY,Mujeres,54.5,457321
1792,1996,Nuevo León,NL,Hombres,54.5,1835393
1793,1996,Nuevo León,NL,Mujeres,54.5,1824205
1794,1996,Oaxaca,OAX,Hombres,54.5,1640109
1795,1996,Oaxaca,OAX,Mujeres,54.5,1696262
1796,1996,Puebla,PUE,Hombres,54.5,2365829
1797,1996,Puebla,PUE,Mujeres,54.5,2468532
1798,1996,Querétaro,QRO,Hombres,54.5,641223
1799,1996,Querétaro,QRO,Mujeres,54.5,657654
1800,1996,Quintana Roo,QROO,Hombres,54.5,382077
1801,1996,Quintana Roo,QROO,Mujeres,54.5,358597
1802,1996,República Mexicana,Nacional,Hombres,54.5,46474031
1803,1996,República Mexicana,Nacional,Mujeres,54.5,47531607
1804,1996,San Luis Potosí,SLP,Hombres,54.5,1124874
1805,1996,San Luis Potosí,SLP,Mujeres,54.5,1143689
1806,1996,Sinaloa,SLOA,Hombres,54.5,1251602
1807,1996,Sinaloa,SLOA,Mujeres,54.5,1236059
1808,1996,Sonora,SON,Hombres,54.5,1083041
1809,1996,Sonora,SON,Mujeres,54.5,1062084
1810,1996,Tabasco,TAB,Hombres,54.5,904019
1811,1996,Tabasco,TAB,Mujeres,54.5,901703
1812,1996,Tamaulipas,TAM,Hombres,54.5,1300531
1813,1996,Tamaulipas,TAM,Mujeres,54.5,1308889
1814,1996,Tlaxcala,TLAX,Hombres,54.5,454337
1815,1996,Tlaxcala,TLAX,Mujeres,54.5,464660
1816,1996,Veracruz,VER,Hombres,54.5,3413422
1817,1996,Veracruz,VER,Mujeres,54.5,3486864
1818,1996,Yucatán,YUC,Hombres,54.5,801134
1819,1996,Yucatán,YUC,Mujeres,54.5,804839
1820,1996,Zacatecas,ZAC,Hombres,54.5,676494
1821,1996,Zacatecas,ZAC,Mujeres,54.5,698427
1822,1997,Aguascalientes,AG,Hombres,54.5,447511
1823,1997,Aguascalientes,AG,Mujeres,54.5,465002
1824,1997,Baja California,BC,Hombres,54.5,1150708
1825,1997,Baja California,BC,Mujeres,54.5,1118507
1826,1997,Baja California Sur,BCS,Hombres,54.5,205112
1827,1997,Baja California Sur,BCS,Mujeres,54.5,195289
1828,1997,Campeche,CAMP,Hombres,54.5,338408
1829,1997,Campeche,CAMP,Mujeres,54.5,332680
1830,1997,Chiapas,CHIA,Hombres,54.5,1888093
1831,1997,Chiapas,CHIA,Mujeres,54.5,1881922
1832,1997,Chihuahua,CH,Hombres,54.5,1471185
1833,1997,Chihuahua,CH,Mujeres,54.5,1464548
1834,1997,Ciudad de México,CDMX,Hombres,54.5,4175406
1835,1997,Ciudad de México,CDMX,Mujeres,54.5,4481710
1836,1997,Coahuila,COH,Hombres,54.5,1129657
1837,1997,Coahuila,COH,Mujeres,54.5,1130548
1838,1997,Colima,COL,Hombres,54.5,257898
1839,1997,Colima,COL,Mujeres,54.5,258830
1840,1997,Durango,DGO,Hombres,54.5,730865
1841,1997,Durango,DGO,Mujeres,54.5,741222
1842,1997,Guanajuato,GJ,Hombres,54.5,2236634
1843,1997,Guanajuato,GJ,Mujeres,54.5,2362752
1844,1997,Guerrero,GUE,Hombres,54.5,1496781
1845,1997,Guerrero,GUE,Mujeres,54.5,1545399
1846,1997,Hidalgo,HDGO,Hombres,54.5,1090761
1847,1997,Hidalgo,HDGO,Mujeres,54.5,1121222
1848,1997,Jalisco,JAL,Hombres,54.5,3075755
1849,1997,Jalisco,JAL,Mujeres,54.5,3196451
1850,1997,Michoacán,MICH,Hombres,54.5,1963372
1851,1997,Michoacán,MICH,Mujeres,54.5,2063931
1852,1997,Morelos,MOR,Hombres,54.5,741132
1853,1997,Morelos,MOR,Mujeres,54.5,771352
1854,1997,México,EDOMX,Hombres,54.5,6157236
1855,1997,México,EDOMX,Mujeres,54.5,6287710
1856,1997,Nayarit,NAY,Hombres,54.5,463326
1857,1997,Nayarit,NAY,Mujeres,54.5,460412
1858,1997,Nuevo León,NL,Hombres,54.5,1869263
1859,1997,Nuevo León,NL,Mujeres,54.5,1855578
1860,1997,Oaxaca,OAX,Hombres,54.5,1660880
1861,1997,Oaxaca,OAX,Mujeres,54.5,1725807
1862,1997,Puebla,PUE,Hombres,54.5,2412349
1863,1997,Puebla,PUE,Mujeres,54.5,2523233
1864,1997,Querétaro,QRO,Hombres,54.5,657465
1865,1997,Querétaro,QRO,Mujeres,54.5,677214
1866,1997,Quintana Roo,QROO,Hombres,54.5,402959
1867,1997,Quintana Roo,QROO,Mujeres,54.5,377660
1868,1997,República Mexicana,Nacional,Hombres,54.5,47150749
1869,1997,República Mexicana,Nacional,Mujeres,54.5,48287270
1870,1997,San Luis Potosí,SLP,Hombres,54.5,1134880
1871,1997,San Luis Potosí,SLP,Mujeres,54.5,1157768
1872,1997,Sinaloa,SLOA,Hombres,54.5,1265493
1873,1997,Sinaloa,SLOA,Mujeres,54.5,1249577
1874,1997,Sonora,SON,Hombres,54.5,1099501
1875,1997,Sonora,SON,Mujeres,54.5,1077153
1876,1997,Tabasco,TAB,Hombres,54.5,920398
1877,1997,Tabasco,TAB,Mujeres,54.5,919599
1878,1997,Tamaulipas,TAM,Hombres,54.5,1326626
1879,1997,Tamaulipas,TAM,Mujeres,54.5,1334608
1880,1997,Tlaxcala,TLAX,Hombres,54.5,463528
1881,1997,Tlaxcala,TLAX,Mujeres,54.5,474645
1882,1997,Veracruz,VER,Hombres,54.5,3428047
1883,1997,Veracruz,VER,Mujeres,54.5,3516500
1884,1997,Yucatán,YUC,Hombres,54.5,813017
1885,1997,Yucatán,YUC,Mujeres,54.5,817035
1886,1997,Zacatecas,ZAC,Hombres,54.5,676503
1887,1997,Zacatecas,ZAC,Mujeres,54.5,701406
1888,1998,Aguascalientes,AG,Hombres,54.5,455788
1889,1998,Aguascalientes,AG,Mujeres,54.5,475217
1890,1998,Baja California,BC,Hombres,54.5,1190794
1891,1998,Baja California,BC,Mujeres,54.5,1155052
1892,1998,Baja California Sur,BCS,Hombres,54.5,211247
1893,1998,Baja California Sur,BCS,Mujeres,54.5,200405
1894,1998,Campeche,CAMP,Hombres,54.5,343626
1895,1998,Campeche,CAMP,Mujeres,54.5,338286
1896,1998,Chiapas,CHIA,Hombres,54.5,1923736
1897,1998,Chiapas,CHIA,Mujeres,54.5,1921117
1898,1998,Chihuahua,CH,Hombres,54.5,1499827
1899,1998,Chihuahua,CH,Mujeres,54.5,1490210
1900,1998,Ciudad de México,CDMX,Hombres,54.5,4183690
1901,1998,Ciudad de México,CDMX,Mujeres,54.5,4490970
1902,1998,Coahuila,COH,Hombres,54.5,1144230
1903,1998,Coahuila,COH,Mujeres,54.5,1143791
1904,1998,Colima,COL,Hombres,54.5,262976
1905,1998,Colima,COL,Mujeres,54.5,264176
1906,1998,Durango,DGO,Hombres,54.5,730351
1907,1998,Durango,DGO,Mujeres,54.5,742972
1908,1998,Guanajuato,GJ,Hombres,54.5,2259794
1909,1998,Guanajuato,GJ,Mujeres,54.5,2396414
1910,1998,Guerrero,GUE,Hombres,54.5,1511652
1911,1998,Guerrero,GUE,Mujeres,54.5,1567516
1912,1998,Hidalgo,HDGO,Hombres,54.5,1101305
1913,1998,Hidalgo,HDGO,Mujeres,54.5,1139339
1914,1998,Jalisco,JAL,Hombres,54.5,3107440
1915,1998,Jalisco,JAL,Mujeres,54.5,3229177
1916,1998,Michoacán,MICH,Hombres,54.5,1967788
1917,1998,Michoacán,MICH,Mujeres,54.5,2077763
1918,1998,Morelos,MOR,Hombres,54.5,750727
1919,1998,Morelos,MOR,Mujeres,54.5,784679
1920,1998,México,EDOMX,Hombres,54.5,6301658
1921,1998,México,EDOMX,Mujeres,54.5,6447861
1922,1998,Nayarit,NAY,Hombres,54.5,465141
1923,1998,Nayarit,NAY,Mujeres,54.5,463164
1924,1998,Nuevo León,NL,Hombres,54.5,1900830
1925,1998,Nuevo León,NL,Mujeres,54.5,1885642
1926,1998,Oaxaca,OAX,Hombres,54.5,1680802
1927,1998,Oaxaca,OAX,Mujeres,54.5,1755604
1928,1998,Puebla,PUE,Hombres,54.5,2456276
1929,1998,Puebla,PUE,Mujeres,54.5,2576849
1930,1998,Querétaro,QRO,Hombres,54.5,673573
1931,1998,Querétaro,QRO,Mujeres,54.5,697103
1932,1998,Quintana Roo,QROO,Hombres,54.5,423694
1933,1998,Quintana Roo,QROO,Mujeres,54.5,396809
1934,1998,República Mexicana,Nacional,Hombres,54.5,47778268
1935,1998,República Mexicana,Nacional,Mujeres,54.5,49020915
1936,1998,San Luis Potosí,SLP,Hombres,54.5,1143220
1937,1998,San Luis Potosí,SLP,Mujeres,54.5,1170888
1938,1998,Sinaloa,SLOA,Hombres,54.5,1277428
1939,1998,Sinaloa,SLOA,Mujeres,54.5,1261834
1940,1998,Sonora,SON,Hombres,54.5,1114309
1941,1998,Sonora,SON,Mujeres,54.5,1091145
1942,1998,Tabasco,TAB,Hombres,54.5,935807
1943,1998,Tabasco,TAB,Mujeres,54.5,937100
1944,1998,Tamaulipas,TAM,Hombres,54.5,1351215
1945,1998,Tamaulipas,TAM,Mujeres,54.5,1359558
1946,1998,Tlaxcala,TLAX,Hombres,54.5,472221
1947,1998,Tlaxcala,TLAX,Mujeres,54.5,484424
1948,1998,Veracruz,VER,Hombres,54.5,3437336
1949,1998,Veracruz,VER,Mujeres,54.5,3543010
1950,1998,Yucatán,YUC,Hombres,54.5,824123
1951,1998,Yucatán,YUC,Mujeres,54.5,828920
1952,1998,Zacatecas,ZAC,Hombres,54.5,675664
1953,1998,Zacatecas,ZAC,Mujeres,54.5,703920
1954,1999,Aguascalientes,AG,Hombres,54.5,463566
1955,1999,Aguascalientes,AG,Mujeres,54.5,485233
1956,1999,Baja California,BC,Hombres,54.5,1230106
1957,1999,Baja California,BC,Mujeres,54.5,1191536
1958,1999,Baja California Sur,BCS,Hombres,54.5,217246
1959,1999,Baja California Sur,BCS,Mujeres,54.5,205501
1960,1999,Campeche,CAMP,Hombres,54.5,348533
1961,1999,Campeche,CAMP,Mujeres,54.5,343799
1962,1999,Chiapas,CHIA,Hombres,54.5,1958071
1963,1999,Chiapas,CHIA,Mujeres,54.5,1960249
1964,1999,Chihuahua,CH,Hombres,54.5,1526940
1965,1999,Chihuahua,CH,Mujeres,54.5,1515154
1966,1999,Ciudad de México,CDMX,Hombres,54.5,4186251
1967,1999,Ciudad de México,CDMX,Mujeres,54.5,4496378
1968,1999,Coahuila,COH,Hombres,54.5,1157413
1969,1999,Coahuila,COH,Mujeres,54.5,1156253
1970,1999,Colima,COL,Hombres,54.5,267757
1971,1999,Colima,COL,Mujeres,54.5,269392
1972,1999,Durango,DGO,Hombres,54.5,728909
1973,1999,Durango,DGO,Mujeres,54.5,744220
1974,1999,Guanajuato,GJ,Hombres,54.5,2280187
1975,1999,Guanajuato,GJ,Mujeres,54.5,2428768
1976,1999,Guerrero,GUE,Hombres,54.5,1524835
1977,1999,Guerrero,GUE,Mujeres,54.5,1588947
