,AÑO,ENTIDAD,Clave_Entidad,SEXO,EDAD,POBLACION
0,1950,República Mexicana,Nacional,Hombres,54.5,14211712
1,1950,República Mexicana,Nacional,Mujeres,54.5,14251729
2,1951,República Mexicana,Nacional,Hombres,54.5,14560114
3,1951,República Mexicana,Nacional,Mujeres,54.5,14600910
4,1952,República Mexicana,Nacional,Hombres,54.5,14926461
5,1952,República Mexicana,Nacional,Mujeres,54.5,14967008
6,1953,República Mexicana,Nacional,Hombres,54.5,15314812
7,1953,República Mexicana,Nacional,Mujeres,54.5,15354590
8,1954,República Mexicana,Nacional,Hombres,54.5,15734525
9,1954,República Mexicana,Nacional,Mujeres,54.5,15772650
10,1955,República Mexicana,Nacional,Hombres,54.5,16193661
11,1955,República Mexicana,Nacional,Mujeres,54.5,16227894
12,1956,República Mexicana,Nacional,Hombres,54.5,16675925
13,1956,República Mexicana,Nacional,Mujeres,54.5,16705485
14,1957,República Mexicana,Nacional,Hombres,54.5,17178776
15,1957,República Mexicana,Nacional,Mujeres,54.5,17203469
16,1958,República Mexicana,Nacional,Hombres,54.5,17704701
17,1958,República Mexicana,Nacional,Mujeres,54.5,17723361
18,1959,República Mexicana,Nacional,Hombres,54.5,18257766
19,1959,República Mexicana,Nacional,Mujeres,54.5,18270107
20,1960,República Mexicana,Nacional,Hombres,54.5,18836697
21,1960,República Mexicana,Nacional,Mujeres,54.5,18841730
22,1961,República Mexicana,Nacional,Hombres,54.5,19442296
23,1961,República Mexicana,Nacional,Mujeres,54.5,19438832
24,1962,República Mexicana,Nacional,Hombres,54.5,20073383
25,1962,República Mexicana,Nacional,Mujeres,54.5,20060403
26,1963,República Mexicana,Nacional,Hombres,54.5,20726768
27,1963,República Mexicana,Nacional,Mujeres,54.5,20702568
28,1964,República Mexicana,Nacional,Hombres,54.5,21403485
29,1964,República Mexicana,Nacional,Mujeres,54.5,21368724
30,1965,República Mexicana,Nacional,Hombres,54.5,22099952
31,1965,República Mexicana,Nacional,Mujeres,54.5,22057142
32,1966,República Mexicana,Nacional,Hombres,54.5,22810764
33,1966,República Mexicana,Nacional,Mujeres,54.5,22762350
34,1967,República Mexicana,Nacional,Hombres,54.5,23537327
35,1967,República Mexicana,Nacional,Mujeres,54.5,23486842
36,1968,República Mexicana,Nacional,Hombres,54.5,24278984
37,1968,República Mexicana,Nacional,Mujeres,54.5,24228824
38,1969,República Mexicana,Nacional,Hombres,54.5,25035327
39,1969,República Mexicana,Nacional,Mujeres,54.5,24987819
40,1970,Aguascalientes,AG,Hombres,54.5,179225
41,1970,Aguascalientes,AG,Mujeres,54.5,181937
42,1970,Baja California,BC,Hombres,54.5,458634
43,1970,Baja California,BC,Mujeres,54.5,458693
44,1970,Baja California Sur,BCS,Hombres,54.5,69679
45,1970,Baja California Sur,BCS,Mujeres,54.5,66111
46,1970,Campeche,CAMP,Hombres,54.5,137452
47,1970,Campeche,CAMP,Mujeres,54.5,134933
48,1970,Chiapas,CHIA,Hombres,54.5,867492
49,1970,Chiapas,CHIA,Mujeres,54.5,841925
50,1970,Chihuahua,CH,Hombres,54.5,856814
51,1970,Chihuahua,CH,Mujeres,54.5,841426
52,1970,Ciudad de México,CDMX,Hombres,54.5,3555034
53,1970,Ciudad de México,CDMX,Mujeres,54.5,3781286
54,1970,Coahuila,COH,Hombres,54.5,597209
55,1970,Coahuila,COH,Mujeres,54.5,582953
56,1970,Colima,COL,Hombres,54.5,128866
57,1970,Colima,COL,Mujeres,54.5,126883
58,1970,Durango,DGO,Hombres,54.5,505377
59,1970,Durango,DGO,Mujeres,54.5,485354
60,1970,Guanajuato,GJ,Hombres,54.5,1214354
61,1970,Guanajuato,GJ,Mujeres,54.5,1200594
62,1970,Guerrero,GUE,Hombres,54.5,868391
63,1970,Guerrero,GUE,Mujeres,54.5,866432
64,1970,Hidalgo,HDGO,Hombres,54.5,643761
65,1970,Hidalgo,HDGO,Mujeres,54.5,635854
66,1970,Jalisco,JAL,Hombres,54.5,1748893
67,1970,Jalisco,JAL,Mujeres,54.5,1774813
68,1970,Michoacán,MICH,Hombres,54.5,1253462
69,1970,Michoacán,MICH,Mujeres,54.5,1237721
70,1970,Morelos,MOR,Hombres,54.5,329844
71,1970,Morelos,MOR,Mujeres,54.5,329388
72,1970,México,EDOMX,Hombres,54.5,2083107
73,1970,México,EDOMX,Mujeres,54.5,2041157
74,1970,Nayarit,NAY,Hombres,54.5,292346
75,1970,Nayarit,NAY,Mujeres,54.5,282378
76,1970,Nuevo León,NL,Hombres,54.5,900894
77,1970,Nuevo León,NL,Mujeres,54.5,887666
78,1970,Oaxaca,OAX,Hombres,54.5,1090777
79,1970,Oaxaca,OAX,Mujeres,54.5,1101585
80,1970,Puebla,PUE,Hombres,54.5,1357952
81,1970,Puebla,PUE,Mujeres,54.5,1365009
82,1970,Querétaro,QRO,Hombres,54.5,261522
83,1970,Querétaro,QRO,Mujeres,54.5,258386
84,1970,Quintana Roo,QROO,Hombres,54.5,49898
85,1970,Quintana Roo,QROO,Mujeres,54.5,45823
86,1970,República Mexicana,Nacional,Hombres,54.5,25800414
87,1970,República Mexicana,Nacional,Mujeres,54.5,25760153
88,1970,San Luis Potosí,SLP,Hombres,54.5,695299
89,1970,San Luis Potosí,SLP,Mujeres,54.5,678719
90,1970,Sinaloa,SLOA,Hombres,54.5,682656
91,1970,Sinaloa,SLOA,Mujeres,54.5,652575
92,1970,Sonora,SON,Hombres,54.5,587509
93,1970,Sonora,SON,Mujeres,54.5,578528
94,1970,Tabasco,TAB,Hombres,54.5,413814
95,1970,Tabasco,TAB,Mujeres,54.5,400218
96,1970,Tamaulipas,TAM,Hombres,54.5,768208
97,1970,Tamaulipas,TAM,Mujeres,54.5,769356
98,1970,Tlaxcala,TLAX,Hombres,54.5,227696
99,1970,Tlaxcala,TLAX,Mujeres,54.5,220033
100,1970,Veracruz,VER,Hombres,54.5,2060598
101,1970,Veracruz,VER,Mujeres,54.5,2024677
102,1970,Yucatán,YUC,Hombres,54.5,411262
103,1970,Yucatán,YUC,Mujeres,54.5,408645
104,1970,Zacatecas,ZAC,Hombres,54.5,502389
105,1970,Zacatecas,ZAC,Mujeres,54.5,499095
106,1971,Aguascalientes,AG,Hombres,54.5,186403
107,1971,Aguascalientes,AG,Mujeres,54.5,189278
108,1971,Baja California,BC,Hombres,54.5,472145
109,1971,Baja California,BC,Mujeres,54.5,472547
110,1971,Baja California Sur,BCS,Hombres,54.5,73152
111,1971,Baja California Sur,BCS,Mujeres,54.5,69385
112,1971,Campeche,CAMP,Hombres,54.5,144151
113,1971,Campeche,CAMP,Mujeres,54.5,141474
114,1971,Chiapas,CHIA,Hombres,54.5,890197
115,1971,Chiapas,CHIA,Mujeres,54.5,863090
116,1971,Chihuahua,CH,Hombres,54.5,874572
117,1971,Chihuahua,CH,Mujeres,54.5,860392
118,1971,Ciudad de México,CDMX,Hombres,54.5,3639138
119,1971,Ciudad de México,CDMX,Mujeres,54.5,3869914
120,1971,Coahuila,COH,Hombres,54.5,614947
121,1971,Coahuila,COH,Mujeres,54.5,601189
122,1971,Colima,COL,Hombres,54.5,133274
123,1971,Colima,COL,Mujeres,54.5,131258
124,1971,Durango,DGO,Hombres,54.5,516042
125,1971,Durango,DGO,Mujeres,54.5,496718
126,1971,Guanajuato,GJ,Hombres,54.5,1245622
127,1971,Guanajuato,GJ,Mujeres,54.5,1233202
128,1971,Guerrero,GUE,Hombres,54.5,891356
129,1971,Guerrero,GUE,Mujeres,54.5,888573
130,1971,Hidalgo,HDGO,Hombres,54.5,659274
131,1971,Hidalgo,HDGO,Mujeres,54.5,650381
132,1971,Jalisco,JAL,Hombres,54.5,1795248
133,1971,Jalisco,JAL,Mujeres,54.5,1823835
134,1971,Michoacán,MICH,Hombres,54.5,1278252
135,1971,Michoacán,MICH,Mujeres,54.5,1264497
136,1971,Morelos,MOR,Hombres,54.5,343231
137,1971,Morelos,MOR,Mujeres,54.5,342891
138,1971,México,EDOMX,Hombres,54.5,2227334
139,1971,México,EDOMX,Mujeres,54.5,2186221
140,1971,Nayarit,NAY,Hombres,54.5,300242
141,1971,Nayarit,NAY,Mujeres,54.5,290204
142,1971,Nuevo León,NL,Hombres,54.5,934217
143,1971,Nuevo León,NL,Mujeres,54.5,920915
144,1971,Oaxaca,OAX,Hombres,54.5,1108865
145,1971,Oaxaca,OAX,Mujeres,54.5,1118235
146,1971,Puebla,PUE,Hombres,54.5,1393813
147,1971,Puebla,PUE,Mujeres,54.5,1401533
148,1971,Querétaro,QRO,Hombres,54.5,271770
149,1971,Querétaro,QRO,Mujeres,54.5,268493
150,1971,Quintana Roo,QROO,Hombres,54.5,55109
151,1971,Quintana Roo,QROO,Mujeres,54.5,50642
152,1971,República Mexicana,Nacional,Hombres,54.5,26582712
153,1971,República Mexicana,Nacional,Mujeres,54.5,26550872
154,1971,San Luis Potosí,SLP,Hombres,54.5,712255
155,1971,San Luis Potosí,SLP,Mujeres,54.5,695903
156,1971,Sinaloa,SLOA,Hombres,54.5,706830
157,1971,Sinaloa,SLOA,Mujeres,54.5,676289
158,1971,Sonora,SON,Hombres,54.5,605361
159,1971,Sonora,SON,Mujeres,54.5,595288
160,1971,Tabasco,TAB,Hombres,54.5,426471
161,1971,Tabasco,TAB,Mujeres,54.5,412460
162,1971,Tamaulipas,TAM,Hombres,54.5,788300
163,1971,Tamaulipas,TAM,Mujeres,54.5,789780
164,1971,Tlaxcala,TLAX,Hombres,54.5,233346
165,1971,Tlaxcala,TLAX,Mujeres,54.5,225917
166,1971,Veracruz,VER,Hombres,54.5,2126628
167,1971,Veracruz,VER,Mujeres,54.5,2090974
168,1971,Yucatán,YUC,Hombres,54.5,423892
169,1971,Yucatán,YUC,Mujeres,54.5,420997
170,1971,Zacatecas,ZAC,Hombres,54.5,511275
171,1971,Zacatecas,ZAC,Mujeres,54.5,508397
172,1972,Aguascalientes,AG,Hombres,54.5,194108
173,1972,Aguascalientes,AG,Mujeres,54.5,197135
174,1972,Baja California,BC,Hombres,54.5,485657
175,1972,Baja California,BC,Mujeres,54.5,486396
176,1972,Baja California Sur,BCS,Hombres,54.5,76861
177,1972,Baja California Sur,BCS,Mujeres,54.5,72891
178,1972,Campeche,CAMP,Hombres,54.5,151355
179,1972,Campeche,CAMP,Mujeres,54.5,148511
180,1972,Chiapas,CHIA,Hombres,54.5,913382
181,1972,Chiapas,CHIA,Mujeres,54.5,884592
182,1972,Chihuahua,CH,Hombres,54.5,891995
183,1972,Chihuahua,CH,Mujeres,54.5,879093
184,1972,Ciudad de México,CDMX,Hombres,54.5,3721289
185,1972,Ciudad de México,CDMX,Mujeres,54.5,3956651
186,1972,Coahuila,COH,Hombres,54.5,633403
187,1972,Coahuila,COH,Mujeres,54.5,620201
188,1972,Colima,COL,Hombres,54.5,137874
189,1972,Colima,COL,Mujeres,54.5,135839
190,1972,Durango,DGO,Hombres,54.5,526497
191,1972,Durango,DGO,Mujeres,54.5,507978
192,1972,Guanajuato,GJ,Hombres,54.5,1278227
193,1972,Guanajuato,GJ,Mujeres,54.5,1267263
194,1972,Guerrero,GUE,Hombres,54.5,914813
195,1972,Guerrero,GUE,Mujeres,54.5,911061
196,1972,Hidalgo,HDGO,Hombres,54.5,675148
197,1972,Hidalgo,HDGO,Mujeres,54.5,665151
198,1972,Jalisco,JAL,Hombres,54.5,1842469
199,1972,Jalisco,JAL,Mujeres,54.5,1873932
200,1972,Michoacán,MICH,Hombres,54.5,1303188
201,1972,Michoacán,MICH,Mujeres,54.5,1291623
202,1972,Morelos,MOR,Hombres,54.5,357310
203,1972,Morelos,MOR,Mujeres,54.5,357086
204,1972,México,EDOMX,Hombres,54.5,2384548
205,1972,México,EDOMX,Mujeres,54.5,2344289
206,1972,Nayarit,NAY,Hombres,54.5,308277
207,1972,Nayarit,NAY,Mujeres,54.5,298196
208,1972,Nuevo León,NL,Hombres,54.5,968591
209,1972,Nuevo León,NL,Mujeres,54.5,955213
210,1972,Oaxaca,OAX,Hombres,54.5,1126452
211,1972,Oaxaca,OAX,Mujeres,54.5,1134174
212,1972,Puebla,PUE,Hombres,54.5,1430974
213,1972,Puebla,PUE,Mujeres,54.5,1439378
214,1972,Querétaro,QRO,Hombres,54.5,282787
215,1972,Querétaro,QRO,Mujeres,54.5,279332
216,1972,Quintana Roo,QROO,Hombres,54.5,60913
217,1972,Quintana Roo,QROO,Mujeres,54.5,56033
218,1972,República Mexicana,Nacional,Hombres,54.5,27390991
219,1972,República Mexicana,Nacional,Mujeres,54.5,27367705
220,1972,San Luis Potosí,SLP,Hombres,54.5,729733
221,1972,San Luis Potosí,SLP,Mujeres,54.5,713651
222,1972,Sinaloa,SLOA,Hombres,54.5,731965
223,1972,Sinaloa,SLOA,Mujeres,54.5,701005
224,1972,Sonora,SON,Hombres,54.5,623642
225,1972,Sonora,SON,Mujeres,54.5,612318
226,1972,Tabasco,TAB,Hombres,54.5,439443
227,1972,Tabasco,TAB,Mujeres,54.5,425017
228,1972,Tamaulipas,TAM,Hombres,54.5,808378
229,1972,Tamaulipas,TAM,Mujeres,54.5,810167
230,1972,Tlaxcala,TLAX,Hombres,54.5,239232
231,1972,Tlaxcala,TLAX,Mujeres,54.5,232070
232,1972,Veracruz,VER,Hombres,54.5,2195118
233,1972,Veracruz,VER,Mujeres,54.5,2159803
234,1972,Yucatán,YUC,Hombres,54.5,437156
235,1972,Yucatán,YUC,Mujeres,54.5,433906
236,1972,Zacatecas,ZAC,Hombres,54.5,520206
237,1972,Zacatecas,ZAC,Mujeres,54.5,517750
238,1973,Aguascalientes,AG,Hombres,54.5,202077
239,1973,Aguascalientes,AG,Mujeres,54.5,205278
240,1973,Baja California,BC,Hombres,54.5,499222
241,1973,Baja California,BC,Mujeres,54.5,500344
242,1973,Baja California Sur,BCS,Hombres,54.5,80727
243,1973,Baja California Sur,BCS,Mujeres,54.5,76535
244,1973,Campeche,CAMP,Hombres,54.5,158816
245,1973,Campeche,CAMP,Mujeres,54.5,155790
246,1973,Chiapas,CHIA,Hombres,54.5,936769
247,1973,Chiapas,CHIA,Mujeres,54.5,906266
248,1973,Chihuahua,CH,Hombres,54.5,909490
249,1973,Chihuahua,CH,Mujeres,54.5,898006
250,1973,Ciudad de México,CDMX,Hombres,54.5,3804800
251,1973,Ciudad de México,CDMX,Mujeres,54.5,4044893
252,1973,Coahuila,COH,Hombres,54.5,652305
253,1973,Coahuila,COH,Mujeres,54.5,639731
254,1973,Colima,COL,Hombres,54.5,142590
255,1973,Colima,COL,Mujeres,54.5,140547
256,1973,Durango,DGO,Hombres,54.5,536922
257,1973,Durango,DGO,Mujeres,54.5,519324
258,1973,Guanajuato,GJ,Hombres,54.5,1310375
259,1973,Guanajuato,GJ,Mujeres,54.5,1301066
260,1973,Guerrero,GUE,Hombres,54.5,938298
261,1973,Guerrero,GUE,Mujeres,54.5,933620
262,1973,Hidalgo,HDGO,Hombres,54.5,691167
263,1973,Hidalgo,HDGO,Mujeres,54.5,680033
264,1973,Jalisco,JAL,Hombres,54.5,1890282
265,1973,Jalisco,JAL,Mujeres,54.5,1924882
266,1973,Michoacán,MICH,Hombres,54.5,1327745
267,1973,Michoacán,MICH,Mujeres,54.5,1318603
268,1973,Morelos,MOR,Hombres,54.5,371814
269,1973,Morelos,MOR,Mujeres,54.5,371738
270,1973,México,EDOMX,Hombres,54.5,2548656
271,1973,México,EDOMX,Mujeres,54.5,2509529
272,1973,Nayarit,NAY,Hombres,54.5,316430
273,1973,Nayarit,NAY,Mujeres,54.5,306329
274,1973,Nuevo León,NL,Hombres,54.5,1004058
275,1973,Nuevo León,NL,Mujeres,54.5,990638
276,1973,Oaxaca,OAX,Hombres,54.5,1143399
277,1973,Oaxaca,OAX,Mujeres,54.5,1149428
278,1973,Puebla,PUE,Hombres,54.5,1468210
279,1973,Puebla,PUE,Mujeres,54.5,1477424
280,1973,Querétaro,QRO,Hombres,54.5,294097
281,1973,Querétaro,QRO,Mujeres,54.5,290479
282,1973,Quintana Roo,QROO,Hombres,54.5,67003
283,1973,Quintana Roo,QROO,Mujeres,54.5,61679
284,1973,República Mexicana,Nacional,Hombres,54.5,28213599
285,1973,República Mexicana,Nacional,Mujeres,54.5,28200966
286,1973,San Luis Potosí,SLP,Hombres,54.5,747253
287,1973,San Luis Potosí,SLP,Mujeres,54.5,731498
288,1973,Sinaloa,SLOA,Hombres,54.5,757742
289,1973,Sinaloa,SLOA,Mujeres,54.5,726397
290,1973,Sonora,SON,Hombres,54.5,642300
291,1973,Sonora,SON,Mujeres,54.5,629700
292,1973,Tabasco,TAB,Hombres,54.5,452639
293,1973,Tabasco,TAB,Mujeres,54.5,437827
294,1973,Tamaulipas,TAM,Hombres,54.5,828786
295,1973,Tamaulipas,TAM,Mujeres,54.5,830945
296,1973,Tlaxcala,TLAX,Hombres,54.5,245039
297,1973,Tlaxcala,TLAX,Mujeres,54.5,238175
298,1973,Veracruz,VER,Hombres,54.5,2264979
299,1973,Veracruz,VER,Mujeres,54.5,2230228
300,1973,Yucatán,YUC,Hombres,54.5,450673
301,1973,Yucatán,YUC,Mujeres,54.5,447072
302,1973,Zacatecas,ZAC,Hombres,54.5,528936
303,1973,Zacatecas,ZAC,Mujeres,54.5,526962
304,1974,Aguascalientes,AG,Hombres,54.5,210274
305,1974,Aguascalientes,AG,Mujeres,54.5,213689
306,1974,Baja California,BC,Hombres,54.5,512774
307,1974,Baja California,BC,Mujeres,54.5,514392
308,1974,Baja California Sur,BCS,Hombres,54.5,84737
309,1974,Baja California Sur,BCS,Mujeres,54.5,80319
310,1974,Campeche,CAMP,Hombres,54.5,166495
311,1974,Campeche,CAMP,Mujeres,54.5,163320
312,1974,Chiapas,CHIA,Hombres,54.5,960184
313,1974,Chiapas,CHIA,Mujeres,54.5,928017
314,1974,Chihuahua,CH,Hombres,54.5,926895
315,1974,Chihuahua,CH,Mujeres,54.5,917044
316,1974,Ciudad de México,CDMX,Hombres,54.5,3888776
317,1974,Ciudad de México,CDMX,Mujeres,54.5,4134202
318,1974,Coahuila,COH,Hombres,54.5,671505
319,1974,Coahuila,COH,Mujeres,54.5,659708
320,1974,Colima,COL,Hombres,54.5,147415
321,1974,Colima,COL,Mujeres,54.5,145389
322,1974,Durango,DGO,Hombres,54.5,547554
323,1974,Durango,DGO,Mujeres,54.5,531001
324,1974,Guanajuato,GJ,Hombres,54.5,1342395
325,1974,Guanajuato,GJ,Mujeres,54.5,1335053
326,1974,Guerrero,GUE,Hombres,54.5,961737
327,1974,Guerrero,GUE,Mujeres,54.5,956209
328,1974,Hidalgo,HDGO,Hombres,54.5,706977
329,1974,Hidalgo,HDGO,Mujeres,54.5,694753
330,1974,Jalisco,JAL,Hombres,54.5,1938857
331,1974,Jalisco,JAL,Mujeres,54.5,1976977
332,1974,Michoacán,MICH,Hombres,54.5,1351764
333,1974,Michoacán,MICH,Mujeres,54.5,1345387
334,1974,Morelos,MOR,Hombres,54.5,386711
335,1974,Morelos,MOR,Mujeres,54.5,386833
336,1974,México,EDOMX,Hombres,54.5,2719287
337,1974,México,EDOMX,Mujeres,54.5,2681824
338,1974,Nayarit,NAY,Hombres,54.5,324670
339,1974,Nayarit,NAY,Mujeres,54.5,314587
340,1974,Nuevo León,NL,Hombres,54.5,1040430
341,1974,Nuevo León,NL,Mujeres,54.5,1027127
342,1974,Oaxaca,OAX,Hombres,54.5,1159582
343,1974,Oaxaca,OAX,Mujeres,54.5,1163941
344,1974,Puebla,PUE,Hombres,54.5,1505380
345,1974,Puebla,PUE,Mujeres,54.5,1515635
346,1974,Querétaro,QRO,Hombres,54.5,305535
347,1974,Querétaro,QRO,Mujeres,54.5,301804
348,1974,Quintana Roo,QROO,Hombres,54.5,73379
349,1974,Quintana Roo,QROO,Mujeres,54.5,67589
350,1974,República Mexicana,Nacional,Hombres,54.5,29047347
351,1974,República Mexicana,Nacional,Mujeres,54.5,29049984
352,1974,San Luis Potosí,SLP,Hombres,54.5,764700
353,1974,San Luis Potosí,SLP,Mujeres,54.5,749425
354,1974,Sinaloa,SLOA,Hombres,54.5,784023
355,1974,Sinaloa,SLOA,Mujeres,54.5,752405
356,1974,Sonora,SON,Hombres,54.5,661233
357,1974,Sonora,SON,Mujeres,54.5,647397
358,1974,Tabasco,TAB,Hombres,54.5,466040
359,1974,Tabasco,TAB,Mujeres,54.5,450864
360,1974,Tamaulipas,TAM,Hombres,54.5,849388
361,1974,Tamaulipas,TAM,Mujeres,54.5,852058
362,1974,Tlaxcala,TLAX,Hombres,54.5,250856
363,1974,Tlaxcala,TLAX,Mujeres,54.5,244375
364,1974,Veracruz,VER,Hombres,54.5,2335986
365,1974,Veracruz,VER,Mujeres,54.5,2302186
366,1974,Yucatán,YUC,Hombres,54.5,464398
367,1974,Yucatán,YUC,Mujeres,54.5,460470
368,1974,Zacatecas,ZAC,Hombres,54.5,537410
369,1974,Zacatecas,ZAC,Mujeres,54.5,536004
370,1975,Aguascalientes,AG,Hombres,54.5,218624
371,1975,Aguascalientes,AG,Mujeres,54.5,222273
372,1975,Baja California,BC,Hombres,54.5,526190
373,1975,Baja California,BC,Mujeres,54.5,528385
374,1975,Baja California Sur,BCS,Hombres,54.5,88798
375,1975,Baja California Sur,BCS,Mujeres,54.5,84171
376,1975,Campeche,CAMP,Hombres,54.5,174328
377,1975,Campeche,CAMP,Mujeres,54.5,170982
378,1975,Chiapas,CHIA,Hombres,54.5,983169
379,1975,Chiapas,CHIA,Mujeres,54.5,949395
380,1975,Chihuahua,CH,Hombres,54.5,943946
381,1975,Chihuahua,CH,Mujeres,54.5,935931
382,1975,Ciudad de México,CDMX,Hombres,54.5,3974375
383,1975,Ciudad de México,CDMX,Mujeres,54.5,4225603
384,1975,Coahuila,COH,Hombres,54.5,690809
385,1975,Coahuila,COH,Mujeres,54.5,679913
386,1975,Colima,COL,Hombres,54.5,152273
387,1975,Colima,COL,Mujeres,54.5,150296
388,1975,Durango,DGO,Hombres,54.5,557935
389,1975,Durango,DGO,Mujeres,54.5,542571
390,1975,Guanajuato,GJ,Hombres,54.5,1375023
391,1975,Guanajuato,GJ,Mujeres,54.5,1369939
392,1975,Guerrero,GUE,Hombres,54.5,985069
393,1975,Guerrero,GUE,Mujeres,54.5,978749
394,1975,Hidalgo,HDGO,Hombres,54.5,722670
395,1975,Hidalgo,HDGO,Mujeres,54.5,709377
396,1975,Jalisco,JAL,Hombres,54.5,1987300
397,1975,Jalisco,JAL,Mujeres,54.5,2029340
398,1975,Michoacán,MICH,Hombres,54.5,1374819
399,1975,Michoacán,MICH,Mujeres,54.5,1371546
400,1975,Morelos,MOR,Hombres,54.5,401854
401,1975,Morelos,MOR,Mujeres,54.5,402251
402,1975,México,EDOMX,Hombres,54.5,2893248
403,1975,México,EDOMX,Mujeres,54.5,2858072
404,1975,Nayarit,NAY,Hombres,54.5,332890
405,1975,Nayarit,NAY,Mujeres,54.5,322883
406,1975,Nuevo León,NL,Hombres,54.5,1077267
407,1975,Nuevo León,NL,Mujeres,54.5,1064260
408,1975,Oaxaca,OAX,Hombres,54.5,1174915
409,1975,Oaxaca,OAX,Mujeres,54.5,1177603
410,1975,Puebla,PUE,Hombres,54.5,1542233
411,1975,Puebla,PUE,Mujeres,54.5,1553743
412,1975,Querétaro,QRO,Hombres,54.5,317103
413,1975,Querétaro,QRO,Mujeres,54.5,313285
414,1975,Quintana Roo,QROO,Hombres,54.5,79878
415,1975,Quintana Roo,QROO,Mujeres,54.5,73627
416,1975,República Mexicana,Nacional,Hombres,54.5,29885073
417,1975,República Mexicana,Nacional,Mujeres,54.5,29907465
418,1975,San Luis Potosí,SLP,Hombres,54.5,782058
419,1975,San Luis Potosí,SLP,Mujeres,54.5,767398
420,1975,Sinaloa,SLOA,Hombres,54.5,810583
421,1975,Sinaloa,SLOA,Mujeres,54.5,778839
422,1975,Sonora,SON,Hombres,54.5,680234
423,1975,Sonora,SON,Mujeres,54.5,665163
424,1975,Tabasco,TAB,Hombres,54.5,479472
425,1975,Tabasco,TAB,Mujeres,54.5,464005
426,1975,Tamaulipas,TAM,Hombres,54.5,869946
427,1975,Tamaulipas,TAM,Mujeres,54.5,873233
428,1975,Tlaxcala,TLAX,Hombres,54.5,256769
429,1975,Tlaxcala,TLAX,Mujeres,54.5,250721
430,1975,Veracruz,VER,Hombres,54.5,2407502
431,1975,Veracruz,VER,Mujeres,54.5,2375044
432,1975,Yucatán,YUC,Hombres,54.5,478269
433,1975,Yucatán,YUC,Mujeres,54.5,474061
434,1975,Zacatecas,ZAC,Hombres,54.5,545524
435,1975,Zacatecas,ZAC,Mujeres,54.5,544806
436,1976,Aguascalientes,AG,Hombres,54.5,227038
437,1976,Aguascalientes,AG,Mujeres,54.5,230967
438,1976,Baja California,BC,Hombres,54.5,539375
439,1976,Baja California,BC,Mujeres,54.5,542203
440,1976,Baja California Sur,BCS,Hombres,54.5,92950
441,1976,Baja California Sur,BCS,Mujeres,54.5,88103
442,1976,Campeche,CAMP,Hombres,54.5,182282
443,1976,Campeche,CAMP,Mujeres,54.5,178782
444,1976,Chiapas,CHIA,Hombres,54.5,1005949
445,1976,Chiapas,CHIA,Mujeres,54.5,970541
446,1976,Chihuahua,CH,Hombres,54.5,960304
447,1976,Chihuahua,CH,Mujeres,54.5,954275
448,1976,Ciudad de México,CDMX,Hombres,54.5,4057989
449,1976,Ciudad de México,CDMX,Mujeres,54.5,4315198
450,1976,Coahuila,COH,Hombres,54.5,709993
451,1976,Coahuila,COH,Mujeres,54.5,700093
452,1976,Colima,COL,Hombres,54.5,157142
453,1976,Colima,COL,Mujeres,54.5,155195
454,1976,Durango,DGO,Hombres,54.5,567890
455,1976,Durango,DGO,Mujeres,54.5,553830
456,1976,Guanajuato,GJ,Hombres,54.5,1406908
457,1976,Guanajuato,GJ,Mujeres,54.5,1404280
458,1976,Guerrero,GUE,Hombres,54.5,1007725
459,1976,Guerrero,GUE,Mujeres,54.5,1000612
460,1976,Hidalgo,HDGO,Hombres,54.5,738273
461,1976,Hidalgo,HDGO,Mujeres,54.5,723867
462,1976,Jalisco,JAL,Hombres,54.5,2035042
463,1976,Jalisco,JAL,Mujeres,54.5,2081267
464,1976,Michoacán,MICH,Hombres,54.5,1396086
465,1976,Michoacán,MICH,Mujeres,54.5,1396173
466,1976,Morelos,MOR,Hombres,54.5,417144
467,1976,Morelos,MOR,Mujeres,54.5,417864
468,1976,México,EDOMX,Hombres,54.5,3072024
469,1976,México,EDOMX,Mujeres,54.5,3039606
470,1976,Nayarit,NAY,Hombres,54.5,340973
471,1976,Nayarit,NAY,Mujeres,54.5,331064
472,1976,Nuevo León,NL,Hombres,54.5,1114320
473,1976,Nuevo León,NL,Mujeres,54.5,1101694
474,1976,Oaxaca,OAX,Hombres,54.5,1188936
475,1976,Oaxaca,OAX,Mujeres,54.5,1189864
476,1976,Puebla,PUE,Hombres,54.5,1577874
477,1976,Puebla,PUE,Mujeres,54.5,1590754
478,1976,Querétaro,QRO,Hombres,54.5,328901
479,1976,Querétaro,QRO,Mujeres,54.5,325006
480,1976,Quintana Roo,QROO,Hombres,54.5,86627
481,1976,Quintana Roo,QROO,Mujeres,54.5,79886
482,1976,República Mexicana,Nacional,Hombres,54.5,30715735
483,1976,República Mexicana,Nacional,Mujeres,54.5,30760336
484,1976,San Luis Potosí,SLP,Hombres,54.5,798461
485,1976,San Luis Potosí,SLP,Mujeres,54.5,784497
486,1976,Sinaloa,SLOA,Hombres,54.5,837162
487,1976,Sinaloa,SLOA,Mujeres,54.5,805360
488,1976,Sonora,SON,Hombres,54.5,699091
489,1976,Sonora,SON,Mujeres,54.5,682749
490,1976,Tabasco,TAB,Hombres,54.5,492770
491,1976,Tabasco,TAB,Mujeres,54.5,477037
